,cataidGAMA,gama_z,logMstarGAMA,dellogm,neff
1710,5110634,0.0757,10.7376,0.0945,1.24
1711,5110639,0.2806,10.9064,0.0382,3.05
1712,5110641,0.3396,10.8321,0.0379,13.26
1713,5110645,0.2472,9.9496,0.1094,84.66
1714,5110648,0.3372,10.7115,0.0766,22.26
1715,5110658,0.1204,9.1031,0.1076,226.79
1716,5110661,0.15,10.846,0.0111,1.06
1717,5110663,0.2805,10.551,0.0882,33.84
1718,5110675,0.2785,10.8152,0.064,7.3
1719,5110677,0.0715,9.8652,0.0001,1.0
1720,5110680,0.3059,10.6896,0.0743,3.08
1721,5110694,0.2754,10.5235,0.148,6.12
1722,5110698,0.0705,9.9691,0.0044,1.02
1723,5110699,0.4544,11.3511,0.0369,3.23
1724,5110707,0.2065,,,
1725,5110710,0.1334,9.9533,0.0777,17.88
1726,5110721,0.1431,9.4128,0.1305,41.16
1727,5110725,0.1812,10.2821,0.1246,22.35
1728,5110730,0.1438,9.611,0.1338,85.29
1729,5110731,0.3697,10.9927,0.0413,15.76
1730,5110737,0.4067,11.2427,0.0413,9.55
1731,5110761,0.3373,10.9087,0.1324,8.24
1732,5110766,0.0712,10.1245,0.5268,1.87
1733,5110769,0.2784,10.496,0.0981,36.06
1734,5110776,0.4547,11.3683,0.0333,2.11
1735,5110781,0.3402,10.9093,0.0466,24.73
1736,5110786,0.0713,8.8618,0.1184,163.38
1737,5110811,0.1635,10.7822,0.0459,4.86
1738,5110816,0.3295,10.8062,0.0523,8.28
1739,5110818,0.2497,10.4409,0.1809,38.74
1740,5110821,0.3153,10.5059,0.0746,59.83
1741,5110822,0.1301,9.4791,0.0939,203.68
1742,5110839,0.2243,10.4005,0.0665,7.82
1743,5110843,0.3297,10.4891,0.1095,24.84
1744,5110845,0.3791,11.0461,0.0702,2.55
1745,5110876,0.4394,11.2054,0.0434,4.17
1746,5110888,0.0575,8.9114,0.1077,10.6
1747,5110893,0.2806,10.6761,0.0727,22.57
1748,5110895,0.2437,10.0402,0.1004,119.3
1749,5110905,0.3434,10.9188,0.064,2.03
1750,5110912,0.0611,8.5554,0.1426,134.21
1751,5110918,0.182,9.9337,0.0914,94.88
1752,5110925,0.3486,10.9901,0.0351,37.39
1753,5110926,0.0817,10.3091,0.2532,1.18
1754,5110933,0.1599,10.0363,0.1376,14.05
1755,5110952,0.0289,8.4397,0.0547,2.61
1756,5110957,0.1842,10.1067,0.109,22.32
1757,5110962,0.1821,11.178,0.0254,1.02
1758,5110974,0.0286,7.935,0.1333,53.63
1759,5110982,0.2643,10.5738,0.081,18.46
1760,5110983,0.1845,9.7412,0.095,224.68
1761,5110993,0.4071,11.9771,0.0281,1.01
1762,5110999,0.1828,10.7072,0.0683,4.21
1763,5111015,0.0924,8.9977,0.1129,249.08
1764,5111016,0.1641,10.2603,0.0463,10.35
1765,5111017,0.3305,11.0773,0.043,11.08
1766,5111018,0.0256,8.0565,0.1595,56.21
1767,5111026,0.1828,10.8714,0.0552,2.21
1768,5111028,0.1044,9.1178,0.1072,250.82
1769,5111034,0.3158,10.7478,0.0622,57.69
1770,5111036,0.3438,11.197,0.0439,2.52
1771,5111037,0.2807,11.0014,0.0802,4.9
1772,5111073,0.2078,10.7928,0.0595,3.89
1773,5111098,0.1744,10.7128,0.0324,1.0
1774,5111116,0.3472,10.9894,0.0422,15.1
1775,5111122,0.1829,10.2017,0.0615,8.75
1776,5111124,0.2494,9.9549,0.1048,89.42
1777,5111126,0.3164,9.94,0.1034,20.25
1778,5111127,0.3155,10.9961,0.1326,2.21
1779,5111134,0.1099,10.1759,0.096,3.05
1780,5111161,0.0388,10.1143,0.0566,1.18
1781,5111165,0.0881,9.6126,0.108,5.48
1782,5111166,0.1047,9.4052,0.0973,118.95
1783,5111168,0.3115,11.0041,0.1626,3.7
1784,5111169,0.1107,10.9751,0.0067,1.0
1785,5111172,0.0689,10.0275,0.002,1.0
1786,5111174,0.1105,9.4004,0.096,114.11
1787,5111180,0.3313,10.687,0.1141,7.57
1788,5111191,0.3106,10.4148,0.0802,44.79
1789,5111197,0.3435,10.3686,0.0897,9.86
1790,5111210,0.2919,10.5549,0.0811,80.57
1791,5111211,0.3188,10.4616,0.104,12.69
1792,5111225,0.0886,,,
1793,5111232,0.3114,10.5427,0.0931,23.97
1794,5111236,0.1002,9.9023,0.0487,4.16
1795,5111257,0.3166,10.6759,0.0836,47.01
1796,5111261,0.2887,10.4752,0.12,3.85
1797,5111275,0.0964,9.78,0.0636,14.85
1798,5111280,0.2812,10.5372,0.0753,28.11
1799,5111281,0.2809,10.8989,0.0424,3.29
1800,5111283,0.1025,9.2364,0.1022,150.53
1801,5111285,0.2613,11.226,0.0385,1.81
1802,5111292,0.2117,9.7819,0.1215,84.14
1803,5111297,0.2072,9.8156,0.0615,1.27
1804,5111306,0.1744,9.9708,0.1106,61.62
1805,5111311,0.0964,10.0466,0.0355,1.3
1806,5111313,0.2742,10.6024,0.0751,44.46
1807,5111321,0.149,9.7904,0.1078,34.19
1808,5111323,0.2619,10.3626,0.1085,49.08
1809,5111324,0.2612,10.8084,0.0749,11.0
1810,5111329,0.4562,10.9797,0.1026,9.18
1811,5111349,0.2456,9.3303,0.1176,4.0
1812,5111358,0.3308,10.5226,0.1103,27.52
1813,5111361,0.2613,10.4349,0.0885,15.85
1814,5111367,0.3629,10.7958,0.0578,44.32
1815,5111368,0.2621,10.7964,0.0419,4.35
1816,5111384,0.0963,9.1899,0.1278,108.35
1817,5111387,0.0746,11.1147,0.0004,1.0
1818,5111399,0.5685,11.4472,0.031,1.32
1819,5111413,0.3177,11.0474,0.1334,2.12
1820,5111437,0.4388,11.2562,0.0467,3.9
1821,5111445,0.1736,10.1956,0.0783,5.1
1822,5111466,0.2617,10.5948,0.0974,43.27
1823,5111467,0.5639,11.5287,0.0193,1.51
1824,5111474,0.2631,11.2217,0.005,1.08
1825,5111476,0.1702,9.5863,0.1076,263.87
1826,5111480,0.2633,10.5921,0.1049,25.17
1827,5111498,0.2449,11.4512,0.0176,1.31
1828,5111504,0.1189,10.0948,0.0294,2.03
1829,5111510,0.3434,11.1359,0.2232,3.15
1830,5111520,0.281,10.409,0.0697,121.97
1831,5111524,0.0956,9.6059,0.054,3.11
1832,5111526,0.0719,10.6567,0.0527,2.9
1833,5111538,0.2813,10.6033,0.0631,8.33
1834,5111543,0.2013,10.8292,0.0575,5.28
1835,5111544,0.2803,10.6625,0.0835,16.86
1836,5111548,0.0383,8.3975,0.1286,44.31
1837,5111549,0.298,10.4149,0.0643,43.4
1838,5111550,0.2936,10.6928,0.1303,1.62
1839,5111566,0.3671,10.6969,0.096,1.21
1840,5111570,0.0959,10.7368,0.0009,1.0
1841,5111571,0.1059,9.6044,0.0969,34.43
1842,5111579,0.4868,11.3573,0.041,4.28
1843,5111582,0.0575,10.0937,0.0011,1.0
1844,5111589,0.3283,10.8786,0.0666,13.25
1845,5111590,0.2762,10.2192,0.0772,56.19
1846,5111591,0.3367,10.6638,0.0752,35.87
1847,5111593,0.0739,8.8453,0.1182,189.9
1848,5111604,0.058,8.9066,0.1116,41.5
1849,5111606,0.1839,10.0454,0.1014,70.14
1850,5111618,0.4,10.9297,0.0587,8.75
1851,5111624,0.2804,10.4717,0.0666,32.06
1852,5111627,0.0387,8.1565,0.1544,81.44
1853,5111637,0.2767,10.8209,0.0567,9.83
1854,5111638,0.0383,8.5587,0.0998,37.99
1855,5111640,0.2936,10.8293,0.0692,15.92
1856,5111641,0.239,10.3103,0.0,1.0
1857,5111649,0.119,10.1472,0.0433,2.62
1858,5111663,0.3398,10.7839,0.2697,1.56
1859,5111670,0.3401,10.4137,0.1056,3.63
1860,5111686,0.1725,10.709,0.027,1.38
1861,5111697,0.3666,10.9193,0.0425,2.32
1862,5111706,0.2322,10.1347,0.0757,8.63
1863,5111707,0.344,10.9863,0.2254,5.7
1864,5111711,0.0579,9.1636,0.121,1.9
1865,5111712,0.364,10.946,0.061,3.62
1866,5111721,0.1049,10.1349,0.0149,1.15
1867,5111740,0.1721,10.2757,0.1105,17.82
1868,5111741,0.4885,11.2456,0.0312,3.59
1869,5111744,0.0312,7.6902,0.1533,1.49
1870,5111750,0.0745,9.3105,0.1699,1.08
1871,5111752,0.2757,10.4038,0.0626,95.2
1872,5111758,0.2313,10.4389,0.0511,11.35
1873,5111768,0.072,9.823,0.1536,2.0
1874,5111770,0.151,9.8308,0.168,9.54
1875,5111801,0.1194,10.5391,0.0581,3.52
1876,5111803,0.079,9.6253,0.0662,11.57
1877,5111810,0.0726,9.3848,0.0927,18.79
1878,5111812,0.1906,10.3445,0.0671,14.35
1879,5111813,0.2599,10.642,0.0738,38.49
1880,5111816,0.3411,10.8141,0.0653,24.32
1881,5111819,0.4941,10.7602,0.3491,13.12
1882,5111822,0.2601,10.2733,0.1063,56.71
1883,5111825,0.232,10.505,0.0522,2.88
1884,5111832,0.2599,10.612,0.1456,2.46
1885,5111843,0.0387,8.1547,0.14,105.18
1886,5111845,0.3793,10.9152,0.06,11.28
1887,5111846,0.1734,9.6062,0.1007,254.74
1888,5111852,0.2769,10.3055,0.0894,65.36
1889,5111854,0.2074,9.8777,0.0969,241.69
1890,5111863,0.4832,11.3597,0.0266,3.81
1891,5111868,0.3436,11.1043,0.0495,4.99
1892,5111875,0.3627,10.7486,0.0794,20.01
1893,5111888,0.1733,10.5603,0.0921,1.46
1894,5111892,0.2607,10.4233,0.0799,1.55
1895,5111894,0.339,10.7908,0.0419,7.0
1896,5111905,0.2602,10.5641,0.096,7.92
1897,5111907,1.6512,,,
1898,5111912,0.2592,11.0289,0.0401,6.95
1899,5111929,0.0898,10.0053,0.0187,1.89
1900,5111931,0.0757,9.0114,0.1375,182.86
1901,5111934,0.2601,10.2803,0.2012,25.63
1902,5111939,0.0575,9.6403,0.1434,2.97
1903,5111942,0.568,11.3963,0.0613,4.54
1904,5111944,0.2799,10.4589,0.0853,62.49
1905,5111949,0.3383,11.0722,0.0259,1.67
1906,5111965,0.1186,9.8516,0.1193,8.76
1907,5111970,0.2802,10.7011,0.0532,4.77
1908,5111976,0.1179,9.4757,0.1808,9.95
1909,5111990,0.1743,9.9711,0.0851,31.26
1910,5111991,0.2612,10.6429,0.1017,12.26
1911,5111996,0.0384,10.3743,0.0,1.0
1912,5112002,0.0578,9.7045,0.1076,1.15
1913,5112009,0.2781,10.3623,0.0713,57.94
1914,5112012,0.2801,11.0153,0.0435,13.07
1915,5112020,0.149,10.1271,0.0948,25.41
1916,5112025,0.116,9.8183,0.0834,6.3
1917,5112028,0.2783,10.5448,0.0958,23.01
1918,5112033,0.2798,10.9191,0.0342,2.68
1919,5112041,0.3392,11.1249,0.0726,4.46
1920,5112048,0.1161,10.3232,0.028,1.54
1921,5112055,0.0574,10.7017,0.0,1.0
1922,5112060,0.0573,10.1091,0.0602,1.99
1923,5112061,0.274,11.0387,0.0745,2.38
1924,5112063,0.2618,10.8949,0.0782,12.81
1925,5112066,0.2939,10.6576,0.0613,9.93
1926,5112067,0.2181,10.3413,0.0719,20.68
1927,5112070,0.3677,11.188,0.0485,2.5
1928,5112079,0.2943,10.9084,0.0678,4.09
1929,5112088,0.0789,9.5584,0.0589,5.54
1930,5112101,0.2927,10.7773,0.0469,23.6
1931,5112115,0.1182,10.1656,0.0821,4.75
1932,5112123,0.339,10.9056,0.0412,12.01
1933,5112132,0.3375,10.5943,0.072,34.72
1934,5112136,0.3373,10.6462,0.0786,11.36
1935,5112140,0.343,10.6012,0.0719,55.28
1936,5112146,0.277,10.5418,0.0579,1.02
1937,5112173,0.279,10.2331,0.081,63.55
1938,5112174,0.5256,11.5494,0.0135,1.6
1939,5112177,0.244,9.9069,0.1233,44.98
1940,5112187,0.1293,9.4451,0.0979,99.36
1941,5112193,0.0768,10.274,0.0106,1.04
1942,5112196,0.1105,10.274,0.006,1.08
1943,5112201,0.3263,10.1126,0.1539,1.93
1944,5112203,0.4834,11.6721,0.0192,1.58
1945,5112205,0.2813,10.6372,0.1153,4.38
1946,5112208,0.1039,9.2702,0.099,196.83
1947,5112238,0.3644,11.0841,0.0428,5.54
1948,5112242,0.2455,10.7476,0.058,3.7
1949,5112244,0.2859,10.9044,0.0216,1.04
1950,5112268,0.1517,9.6034,0.1582,11.28
1951,5112275,0.2071,10.1316,0.0774,45.87
1952,5112281,0.336,10.7817,0.0913,15.95
1953,5112298,0.2824,11.1308,0.0292,2.54
1954,5112302,0.1741,10.0613,0.0882,21.83
1955,5112304,0.2324,9.8069,0.0985,116.35
1956,5112306,0.2803,10.8409,0.041,11.04
1957,5112318,0.337,11.0884,0.136,4.66
1958,5112319,0.241,10.8469,0.0628,1.81
1959,5112329,0.3112,10.6744,0.0854,14.87
1960,5112337,0.076,8.9698,0.1324,169.5
1961,5112341,0.1752,,,
1962,5112345,0.2359,10.4177,0.1136,20.68
1963,5112347,0.1865,10.8122,0.0369,3.96
1964,5112357,0.2243,10.4949,0.0745,15.48
1965,5112377,0.2923,10.3696,0.0633,59.5
1966,5112402,0.3437,10.8763,0.0601,27.5
1967,5112406,0.2501,11.0302,0.098,1.34
1968,5112409,0.2935,10.822,0.0634,14.93
1969,5112413,0.2931,11.2472,0.1013,2.63
1970,5112421,0.0567,9.6057,0.0346,1.52
1971,5112431,0.2817,10.9691,0.05,3.88
1972,5112446,0.2323,10.1999,0.0851,109.69
1973,5112451,0.1733,10.8449,0.0277,2.96
1974,5112454,0.2828,10.6946,0.0689,61.81
1975,5112464,0.1491,9.4117,0.1066,223.83
1976,5112465,0.4818,11.2122,0.0646,2.89
1977,5112467,0.3272,10.939,0.071,3.7
1978,5112469,0.2497,10.7646,0.0725,14.49
1979,5112472,0.262,10.1585,0.0884,102.32
1980,5112491,0.207,10.1314,0.1021,6.44
1981,5112498,0.1188,9.4949,0.1088,151.45
1982,5112505,0.1292,10.371,0.2888,2.44
1983,5112509,0.0717,10.1443,0.0125,1.01
1984,5112514,0.1314,9.9888,0.0565,3.08
1985,5112532,0.4833,11.0315,0.1802,9.35
1986,5112533,0.2857,10.7276,0.0486,13.51
1987,5112538,0.2385,10.4322,0.1488,10.66
1988,5112541,0.0789,10.3417,0.0389,1.0
1989,5112544,0.1751,9.9993,0.3425,9.95
1990,5112556,0.1161,9.3975,0.0882,117.41
1991,5112586,0.2499,10.463,0.268,12.19
1992,5112587,0.2813,10.836,0.0663,4.79
1993,5112589,0.0753,9.1147,0.108,45.67
1994,5112594,0.0569,8.8167,0.1448,82.48
1995,5112609,0.2492,10.3066,0.2071,14.46
1996,5112617,0.2768,10.3304,0.0851,64.25
1997,5112636,0.241,10.1981,0.1514,44.73
1998,5112646,0.278,10.3481,0.0603,16.51
1999,5112648,0.3382,11.0463,0.0513,1.88
2000,5112659,0.2817,10.678,0.0679,53.49
2001,5112672,0.2621,10.8904,0.0492,8.12
2002,5112675,0.279,10.8047,0.0671,29.94
2003,5112682,0.0818,9.2821,0.1,37.9
2004,5112686,0.3587,10.2287,0.0876,21.93
2005,5112699,0.528,11.0569,0.0622,3.7
2006,5112706,0.4393,11.0693,0.054,11.73
2007,5112712,0.2819,10.4889,0.07,42.66
2008,5112716,0.2778,10.8991,0.0218,1.12
2009,5112722,0.3541,10.6392,0.0752,35.74
2010,5112734,0.2587,10.9387,0.0682,3.74
2011,5112736,0.0399,8.8821,0.053,1.65
2012,5112744,0.25,10.5755,0.066,11.72
2013,5112745,0.0722,8.691,0.1107,189.97
2014,5112751,0.2802,10.7901,0.0508,27.08
2015,5112764,0.4628,10.5746,0.1448,2.82
2016,5112765,0.3481,10.9154,0.0557,33.08
2017,5112766,0.2787,11.1998,0.0324,1.64
2018,5112768,0.2302,10.0753,0.0898,77.42
2019,5112784,0.0577,10.4441,0.0,1.0
2020,5112791,0.3437,10.5712,0.1189,7.82
2021,5112792,0.2802,10.9806,0.0362,9.55
2022,5112799,0.1172,9.6317,0.2161,19.81
2023,5112805,0.4821,9.9589,0.112,1.05
2024,5112815,0.2453,10.1521,0.1862,14.67
2025,5112823,0.3658,11.1135,0.0611,7.25
2026,5112824,0.1498,10.532,0.0786,2.51
2027,5112834,0.0808,9.3477,0.1142,19.52
2028,5112835,0.3648,11.0952,0.0495,17.87
2029,5112844,0.2804,10.8784,0.0427,14.31
2030,5112849,0.1169,10.4203,0.0587,2.85
2031,5112852,0.0888,10.4653,0.0544,1.39
2032,5112857,0.0757,9.5253,0.0713,3.24
2033,5112859,0.3499,10.8249,0.0566,18.19
2034,5112864,0.2794,10.9804,0.0403,6.87
2035,5112875,0.2811,10.5677,0.0823,52.88
2036,5112880,0.3658,11.0217,0.0434,17.44
2037,5112889,0.1167,10.4558,0.026,1.17
2038,5112893,0.4977,10.995,0.0769,10.17
2039,5112900,0.2789,10.5708,0.0723,59.13
2040,5112903,0.2745,10.0414,0.0864,130.32
2041,5112918,0.3276,10.7006,0.0774,35.76
2042,5112925,0.0727,9.5757,0.0989,3.56
2043,5112939,0.2822,10.5532,0.0692,19.14
2044,5112941,0.5272,11.5398,0.0183,2.74
2045,5112948,0.3042,10.8204,0.0702,29.47
2046,5112949,0.3266,11.049,0.0664,4.69
2047,5112955,0.0382,9.6456,0.0421,1.01
2048,5112957,0.3359,10.5815,0.0647,60.5
2049,5112964,0.3277,11.1391,0.0827,1.97
2050,5112989,0.3612,10.6125,0.0633,7.33
2051,5112994,0.2243,10.0656,0.1009,66.25
2052,5112996,0.3379,11.2452,0.0791,1.06
2053,5113005,0.2803,9.9546,0.0928,109.47
2054,5113013,0.3119,10.944,0.0587,6.96
2055,5113026,0.2482,10.3018,0.1817,105.82
2056,5113029,0.3077,10.438,0.0793,45.57
2057,5113034,0.2449,9.9989,0.112,86.7
2058,5113037,0.0312,9.6595,0.0703,2.48
2059,5113048,0.2422,10.3299,0.2181,9.85
2060,5113058,0.2449,10.174,0.1696,55.32
2061,5113068,0.304,11.111,0.0402,2.73
2062,5113070,0.3271,11.0918,0.0378,6.56
2063,5113083,0.2246,11.0911,0.0227,1.56
2064,5113092,0.3654,10.8479,0.0532,36.79
2065,5113095,0.2239,10.2625,0.0932,71.09
2066,5113099,0.3513,10.9329,0.0465,16.64
2067,5113103,0.2495,10.8589,0.0798,3.67
2068,5113110,0.259,10.2068,0.0303,1.01
2069,5113122,0.2815,10.6995,0.0848,26.02
2070,5113124,0.3285,11.1274,0.0377,5.39
2071,5113126,0.3634,10.9905,0.0575,24.68
2072,5113133,0.2449,10.8253,0.0702,3.66
2073,5113138,0.3281,10.9965,0.0356,21.89
2074,5113143,0.1045,10.6676,0.013,1.06
2075,5113151,0.2799,10.9641,0.0328,2.88
2076,5113153,0.2821,10.7848,0.0789,17.62
2077,5113155,0.1813,10.2787,0.0935,2.65
2078,5113159,0.2587,10.7469,0.0716,21.89
2079,5113163,0.1315,9.9688,0.0796,6.33
2080,5113167,0.2964,11.1934,0.0742,3.92
2081,5113181,0.219,10.0688,0.1267,28.45
2082,5113186,0.2775,10.8477,0.0512,16.1
2083,5113204,0.2442,9.979,0.1257,56.11
2084,5113217,0.2428,10.8789,0.0833,5.22
2085,5113223,0.2496,10.0707,0.1102,141.68
2086,5113224,0.2804,11.5347,0.107,2.22
2087,5113230,0.2437,10.9237,0.052,6.29
2088,5113248,0.2734,10.4451,0.0576,5.71
2089,5113256,0.2812,10.277,0.0787,82.24
2090,5113258,0.3446,10.4321,0.0633,25.94
2091,5113260,0.2498,9.7628,0.1079,119.7
2092,5113268,0.2852,11.2811,0.1211,3.09
2093,5113272,0.0792,10.3222,0.0324,2.36
2094,5113280,0.2714,10.7498,0.0899,2.73
2095,5113283,0.1757,10.3169,0.0879,17.58
2096,5113291,0.1718,10.4851,0.2109,4.22
2097,5113300,0.3672,11.0166,0.0561,23.91
2098,5113308,0.2448,10.6542,0.0676,26.78
2099,5113322,0.2447,10.4913,0.19,30.1
2100,5113323,0.0564,9.6211,0.0132,1.0
2101,5113337,0.1172,9.9525,0.0551,2.29
2102,5113338,0.2312,10.4151,0.0574,30.48
2103,5113365,0.2611,10.7041,0.0737,50.89
2104,5113366,0.2829,10.767,0.0544,18.65
2105,5113375,0.2798,10.415,0.0751,44.99
2106,5113387,0.1728,10.0886,0.0776,5.31
2107,5113390,0.1029,9.7467,0.108,27.1
2108,5113396,0.1172,9.7858,0.0957,11.37
2109,5113397,0.0562,9.1869,0.0603,1.01
2110,5113409,0.0724,10.158,0.2554,1.16
2111,5113412,0.1109,9.8243,0.1035,2.91
2112,5113414,0.2606,11.0447,0.0298,1.88
2113,5113420,0.1287,10.4786,0.0186,1.04
2114,5113432,0.2608,10.7034,0.0657,23.02
2115,5113439,0.1163,10.776,0.0003,1.0
2116,5113446,0.055,9.7695,0.0,1.0
2117,5113448,0.3285,10.9278,0.055,8.46
2118,5113450,0.3015,10.8319,0.0606,19.46
2119,5113452,0.3364,11.0025,0.0602,10.03
2120,5113458,0.2435,11.0124,0.0523,2.45
2121,5113469,0.2791,10.8857,0.0404,18.36
2122,5113497,0.2801,10.9287,0.049,7.38
2123,5113498,0.0554,9.8258,0.5149,1.92
2124,5113504,0.2311,10.13,0.0895,46.0
2125,5113509,0.0726,8.6948,0.1226,173.5
2126,5113516,0.1164,10.7929,0.0348,1.72
2127,5113520,0.1161,10.6173,0.0439,3.36
2128,5113530,0.2731,10.6269,0.0799,33.24
2129,5113532,0.1165,11.0007,0.011,1.04
2130,5113549,0.1295,9.773,0.0904,51.98
2131,5113553,0.1765,9.9328,0.0819,46.93
2132,5113561,0.1725,10.2408,0.1288,2.34
2133,5113562,0.2383,10.5499,0.1465,8.89
2134,5113563,0.2833,10.7491,0.0527,5.37
2135,5113566,0.3659,10.5036,0.06,41.64
2136,5113572,0.2587,10.7124,0.0802,12.36
2137,5113574,0.0139,7.5296,0.1244,7.29
2138,5113576,0.1741,10.1999,0.0816,10.13
2139,5113577,0.2803,10.739,0.0621,11.46
2140,5113579,0.2737,10.5006,0.0844,27.21
2141,5113586,0.3447,11.0478,0.0342,3.0
2142,5113591,0.22,10.2048,0.0833,40.72
2143,5113598,0.056,9.3103,0.1273,5.94
2144,5113610,0.0767,9.6284,0.0618,8.62
2145,5113615,0.3457,10.9393,0.0689,20.33
2146,5113619,0.1725,10.3897,0.241,3.92
2147,5113626,0.1735,10.5748,0.0899,1.94
2148,5113637,0.3117,10.3465,0.0019,1.0
2149,5113645,0.2609,11.3989,0.045,3.48
2150,5113656,0.2983,10.8119,0.0677,51.69
2151,5113657,0.2609,10.5354,0.1253,35.26
2152,5113659,0.3453,11.0053,0.0244,1.23
2153,5113663,0.2827,10.6168,0.0727,94.88
2154,5113664,0.3462,11.1006,0.0516,14.08
2155,5113667,0.0547,9.671,0.0661,2.21
2156,5113668,0.3429,11.0987,0.0447,11.6
2157,5113685,0.346,10.7558,0.0564,18.18
2158,5113692,0.5279,11.0847,0.0458,3.68
2159,5113693,0.2606,10.5439,0.1613,22.2
2160,5113699,0.2337,10.2025,0.0865,6.22
2161,5113715,0.3469,11.2812,0.2033,1.83
2162,5113726,0.3119,10.7355,0.0667,33.94
2163,5113735,0.3583,11.0092,0.0422,25.24
2164,5113740,0.1804,10.1554,0.1131,41.02
2165,5113741,0.3411,10.7039,0.0677,25.52
2166,5113743,0.3429,10.5994,0.0749,27.17
2167,5113748,0.3449,11.1031,0.0566,3.35
2168,5113751,0.056,9.2201,0.088,7.15
2169,5113752,0.0799,9.6161,0.1641,2.17
2170,5113758,0.2821,10.3014,0.0,1.0
2171,5113760,0.0566,9.6658,0.0492,2.24
2172,5113762,0.1499,10.1436,0.0532,3.18
2173,5113764,0.0553,8.7975,0.1607,13.59
2174,5113772,0.2846,10.2458,0.0965,49.7
2175,5113789,0.2467,10.7601,0.0523,8.73
2176,5113790,0.2831,10.7716,0.069,23.45
2177,5113795,0.2451,10.8112,0.1519,7.5
2178,5113805,0.055,9.9503,0.11,1.68
2179,5113814,0.3099,10.6369,0.0782,12.58
2180,5113816,0.286,10.4528,0.0691,29.15
2181,5113831,0.1943,10.5456,0.0879,7.1
2182,5113841,0.0558,8.8577,0.1437,29.63
2183,5113846,0.2498,9.9561,0.5087,4.59
2184,5113847,0.2176,9.8148,0.1025,128.15
2185,5113857,0.2242,10.7938,0.0583,3.73
2186,5113860,0.2248,9.4447,0.1387,40.52
2187,5113862,0.3435,,,
2188,5113863,0.235,9.2884,0.0011,1.0
2189,5113868,0.1031,10.1877,0.0541,2.1
2190,5113871,0.3431,10.4201,0.0774,21.61
2191,5113873,0.2244,9.6919,0.0987,123.97
2192,5113875,0.3376,10.8326,0.0726,22.15
2193,5113890,0.3354,11.0267,0.2027,1.89
2194,5113902,0.3434,10.5769,0.0553,49.9
2195,5113903,0.2058,9.7207,0.1052,212.28
2196,5113909,0.2988,10.5982,0.0702,8.35
2197,5113923,0.3109,11.1062,0.0423,2.33
2198,5113924,0.1495,9.4404,0.1013,97.67
2199,5113933,0.1492,9.7211,0.1094,54.5
2200,5113937,0.5645,11.4831,0.0513,3.13
2201,5113938,0.1531,10.4184,0.0217,1.84
2202,5113942,0.0283,10.448,0.0,1.0
2203,5113945,0.2499,10.561,0.1304,19.27
2204,5113954,0.2983,11.0525,0.0371,2.89
2205,5113959,0.1081,9.7559,0.0817,23.35
2206,5113979,0.3373,11.1504,0.2062,1.24
2207,5113981,0.2969,10.9439,0.0309,2.03
2208,5113994,0.2462,10.5661,0.079,2.86
2209,5113995,0.2972,10.4184,0.0643,77.69
2210,5114005,0.0551,9.0385,0.0943,15.96
2211,5114010,0.3647,11.0414,0.0465,4.71
2212,5114019,0.2246,11.2215,0.0482,2.07
2213,5114025,0.1764,10.122,0.0761,27.31
2214,5114027,0.2977,10.909,0.0551,25.78
2215,5114032,0.1766,9.7598,0.0686,2.88
2216,5114044,0.5049,,,
2217,5114053,0.192,9.9612,0.0954,40.56
2218,5114057,0.2496,10.1734,0.4982,12.82
2219,5114084,0.1759,10.6793,0.0072,1.04
2220,5114086,0.1769,10.1134,0.0733,34.28
2221,5114094,0.194,10.5966,0.0807,8.83
2222,5114095,0.3461,11.1421,0.038,3.7
2223,5114108,0.0567,9.3579,0.0564,5.36
2224,5114123,0.1764,9.4647,0.1014,186.81
2225,5114130,0.1764,10.6241,0.1826,1.96
2226,5114141,0.1767,10.2013,0.1214,23.5
2227,5114143,0.2464,10.7344,0.068,18.61
2228,5114144,0.0811,9.4864,0.0648,4.54
2229,5114151,0.0286,10.1978,0.0,1.0
2230,5114152,0.2458,10.2637,0.1825,57.93
2231,5114153,0.0795,9.513,0.0961,16.46
2232,5114168,0.0684,10.5717,0.0293,1.0
2233,5114169,0.2952,10.7925,0.0673,22.68
2234,5114195,0.1768,10.0566,0.0763,55.42
2235,5114197,0.4435,11.0548,0.0583,1.98
2236,5114208,0.0792,10.635,0.0387,1.25
2237,5114218,0.4059,10.5254,0.0879,24.37
2238,5114221,0.3449,10.5804,0.0707,51.84
2239,5114223,0.2955,11.1501,0.0504,1.02
2240,5114227,0.2347,10.0157,0.0976,99.58
2241,5114232,0.1766,9.9622,0.0829,57.69
2242,5114233,0.3102,10.7121,0.0652,42.18
2243,5114247,0.1765,10.3069,0.0953,12.77
2244,5114252,0.1804,10.5222,0.0389,4.68
2245,5114259,0.246,10.6637,0.1027,12.43
2246,5114260,0.3389,10.5352,0.06,40.49
2247,5114268,0.2747,10.9889,0.0329,4.64
2248,5114271,0.3385,11.0102,0.1362,1.27
2249,5114272,0.2458,10.2977,0.2198,27.67
2250,5114292,0.3693,10.5857,0.2409,1.24
2251,5114299,0.3366,10.8585,0.0483,15.88
2252,5114316,0.2354,10.4834,0.099,39.68
2253,5114321,0.34,10.9001,0.0514,17.35
2254,5114334,0.0799,9.3743,0.0003,1.0
2255,5114349,0.3445,10.897,0.0189,1.18
