,cataidGAMA,gama_z,logMstarGAMA,dellogm,neff
36237,5323539,0.0286,9.302,0.0,1.0
36238,5323541,0.4661,11.1011,0.1921,2.32
36239,5323542,0.2492,10.9197,0.0206,1.07
36240,5323566,0.4842,10.4445,0.0001,1.0
36241,5323582,0.1313,10.4217,0.0228,2.66
36242,5323588,0.1382,9.6109,0.0936,88.26
36243,5323621,0.107,10.2145,0.0356,2.4
36244,5323625,0.3783,10.8882,0.0438,15.02
36245,5323632,0.0845,10.227,0.0501,1.65
36246,5323636,0.3451,10.4298,0.6177,2.56
36247,5323642,0.1678,10.8082,0.0141,1.45
36248,5323652,0.4598,11.1641,0.0668,6.07
36249,5323663,0.3749,11.1166,0.0317,8.28
36250,5323688,0.4509,11.1853,0.0413,3.62
36251,5323691,0.1667,9.9586,0.101,20.6
36252,5323698,0.1703,10.3357,0.0891,7.04
36253,5323705,0.1434,9.6644,0.1128,121.02
36254,5323721,0.2094,10.3832,0.0736,15.91
36255,5323724,0.1556,9.513,0.1175,72.18
36256,5323732,0.0841,11.474,0.0,1.0
36257,5323750,0.0651,8.104,0.1009,2.02
36258,5323755,0.1557,10.8502,0.1146,1.71
36259,5323756,0.48,11.5274,0.018,2.82
36260,5323763,0.1775,10.0209,0.0991,5.75
36261,5323769,0.0845,10.1119,0.0542,2.77
36262,5323772,0.485,11.4339,0.016,6.14
36263,5323780,0.4945,11.0774,0.1193,2.69
36264,5323782,0.1032,10.3492,0.0165,1.18
36265,5323801,0.1676,9.4559,0.1001,160.06
36266,5323804,0.4801,11.2875,0.0651,3.73
36267,5323816,0.0851,9.7525,0.0596,2.24
36268,5323817,0.1066,9.683,0.0763,4.36
36269,5323848,0.1455,9.3991,0.1104,74.26
36270,5323862,0.3073,10.6601,0.2582,1.97
36271,5323866,0.1864,10.2854,0.0724,20.81
36272,5323877,0.1067,10.3535,0.0649,2.28
36273,5323885,0.1036,10.0306,0.1275,2.91
36274,5323887,0.3916,10.6829,0.0565,19.96
36275,5323893,0.1126,10.714,0.0028,1.08
36276,5323900,0.3141,10.7934,0.3395,10.56
36277,5323905,0.1072,9.8522,0.0769,3.52
36278,5323915,0.2031,10.0059,0.0969,20.25
36279,5323919,0.08,9.7518,0.1436,4.23
36280,5323920,0.1901,10.8979,0.005,1.13
36281,5323925,0.4038,10.0329,0.2205,9.34
36282,5323930,0.1701,9.7622,0.1086,47.95
36283,5323942,0.1774,10.9056,0.0,1.0
36284,5323944,0.4172,11.1612,0.0467,13.57
36285,5323947,0.3158,10.4166,0.0801,78.82
36286,5323950,0.0844,9.2956,0.0943,45.05
36287,5323953,0.2942,10.8765,0.0458,2.99
36288,5323959,0.0797,8.9777,0.1073,91.84
36289,5323960,0.3199,10.4962,0.0802,37.26
36290,5323973,0.17,10.0586,0.1182,13.86
36291,5323977,0.1205,10.2354,0.0654,5.73
36292,5323979,0.221,10.6672,0.0884,1.45
36293,5323986,0.1843,9.9998,0.0786,63.95
36294,5323994,0.2219,10.5795,0.1202,6.74
36295,5324001,0.1864,9.8758,0.0896,144.38
36296,5324003,0.0756,9.7255,0.0182,1.04
36297,5324013,0.1175,9.772,0.1038,23.07
36298,5324014,0.3073,10.5419,0.0652,20.29
36299,5324016,0.1774,10.2072,0.0767,7.96
36300,5324020,0.1387,10.2047,0.4419,1.68
36301,5324023,0.1856,10.2446,0.0429,2.41
36302,5324025,0.329,10.7558,0.1321,29.48
36303,5324037,0.3295,11.0509,0.1676,4.34
36304,5324041,0.0755,9.0672,0.1477,6.72
36305,5324050,0.107,9.8808,0.0797,1.63
36306,5324056,0.0852,9.6224,0.123,13.59
36307,5324066,0.1025,9.2997,0.1172,32.89
36308,5324067,0.1769,10.7295,0.2372,1.14
36309,5324070,0.1875,10.5253,0.1114,1.38
36310,5324089,0.1068,9.3554,0.1064,118.41
36311,5324090,0.4671,11.0336,0.0951,4.3
36312,5324100,0.3157,11.5571,0.0974,2.77
36313,5324104,0.1874,10.4539,0.0647,8.5
36314,5324116,0.1867,9.7949,0.0992,175.48
36315,5324123,0.1808,9.9269,0.0874,43.56
36316,5324124,0.3074,10.5776,0.0833,29.55
36317,5324131,0.1386,10.1522,0.061,1.74
36318,5324133,0.1384,9.4992,0.123,54.14
36319,5324138,0.1769,,,
36320,5324149,0.1812,10.5664,0.1477,3.73
36321,5324152,0.2549,10.3046,0.4096,17.53
36322,5324154,0.404,11.1289,0.0331,2.46
36323,5324155,0.2385,10.9562,0.0519,3.35
36324,5324157,0.3777,10.6004,0.0717,12.56
36325,5324162,0.15,10.209,0.0883,5.56
36326,5324164,0.168,10.3901,0.0339,1.29
36327,5324167,0.3903,11.0438,0.0437,13.85
36328,5324172,0.3164,11.0012,0.1104,4.16
36329,5324174,0.3069,10.6492,0.0877,24.18
36330,5324177,0.2945,11.3386,0.1344,1.07
36331,5324178,0.1953,10.0976,0.0772,21.17
36332,5324188,0.1814,10.9186,0.0302,2.86
36333,5324190,0.2377,10.6464,0.0687,4.14
36334,5324191,0.2383,10.5123,0.0935,1.85
36335,5324201,0.0853,9.907,0.0736,1.56
36336,5324203,0.145,9.9202,0.1085,27.0
36337,5324205,0.1777,10.663,0.1496,1.88
36338,5324208,0.249,10.2923,0.278,13.86
36339,5324210,0.2394,10.5349,0.0842,23.22
36340,5324215,0.4948,11.4247,0.0353,6.77
36341,5324218,0.1448,10.1793,0.0613,17.77
36342,5324233,0.1905,10.738,0.053,2.41
36343,5324240,0.2943,10.9015,0.0499,5.05
36344,5324244,2.5955,,,
36345,5324247,0.3069,10.8002,0.0882,3.36
36346,5324255,0.2497,10.4861,0.0975,21.71
36347,5324260,0.3065,10.8688,0.2139,2.81
36348,5324261,0.3359,10.6076,0.0678,17.79
36349,5324263,0.1687,10.1272,0.0736,24.74
36350,5324267,0.3854,11.0329,0.0409,12.93
36351,5324271,0.2495,9.4361,0.2056,2.0
36352,5324273,0.2211,10.3653,0.0925,27.64
36353,5324274,0.2043,10.073,0.0872,93.24
36354,5324279,0.1259,9.7575,0.1394,28.89
36355,5324287,0.0616,8.3252,0.1196,33.92
36356,5324292,0.3171,10.3249,0.0683,116.78
36357,5324295,0.239,10.1642,0.1411,9.88
36358,5324299,0.1445,10.1807,0.0597,2.48
36359,5324301,0.1072,10.0662,0.034,3.42
36360,5324306,0.1842,10.0064,0.0878,34.99
36361,5324313,0.4023,10.999,0.0571,6.2
36362,5324315,0.3776,11.03,0.0435,21.76
36363,5324317,0.3796,11.2661,0.0284,7.39
36364,5324338,0.3723,10.9653,0.048,9.13
36365,5324344,0.1747,10.1589,0.0838,34.85
36366,5324351,0.1132,9.433,0.1087,140.42
36367,5324361,0.4279,10.9925,0.1011,2.4
36368,5324365,0.1444,9.6168,0.0982,209.04
36369,5324370,0.2199,10.404,0.077,15.52
36370,5324387,0.4232,11.3733,0.0289,1.42
36371,5324429,0.1621,10.3305,0.0827,4.71
36372,5324433,0.1931,9.7798,0.095,214.89
36373,5324436,0.4267,10.9504,0.0736,19.14
36374,5324444,0.2199,10.4847,0.1095,7.22
36375,5324455,0.4249,10.7901,0.0564,5.93
36376,5324456,0.1822,10.3185,0.087,13.13
36377,5324457,0.2847,10.7346,0.0675,14.45
36378,5324462,0.1763,10.7948,0.0606,3.66
36379,5324463,0.1769,10.8935,0.0142,1.04
36380,5324474,0.0615,8.6224,0.1623,60.44
36381,5324477,0.1445,10.9575,0.0066,1.03
36382,5324490,0.3157,10.6134,0.0819,55.33
36383,5324502,0.1945,9.9983,0.0967,36.28
36384,5324510,0.1065,9.3294,0.1078,38.62
36385,5324511,0.2391,10.6438,0.0717,3.3
36386,5324512,0.0857,10.4765,0.0324,1.05
36387,5324517,0.1767,9.9201,0.4261,1.99
36388,5324519,0.2398,10.4957,0.0632,8.19
36389,5324521,0.4044,11.0317,0.051,15.12
36390,5324523,0.1031,10.1318,0.0857,5.81
36391,5324528,0.162,9.7481,0.1168,78.04
36392,5324530,0.0882,8.88,0.1254,56.05
36393,5324537,0.4025,10.8125,0.0557,33.94
36394,5324540,0.1028,9.7705,0.1081,9.8
36395,5324544,0.3169,10.7778,0.0377,5.48
36396,5324548,0.0854,9.5527,0.1431,2.28
36397,5324552,0.3737,11.0872,0.0499,2.57
36398,5324553,0.5187,11.0876,0.0608,9.59
36399,5324555,0.3769,10.8763,0.0497,9.13
36400,5324557,0.3151,10.7538,0.0688,33.94
36401,5324559,0.1178,10.3976,0.0624,4.3
36402,5324560,0.0366,8.3318,0.1188,26.78
36403,5324561,0.22,10.3344,0.0867,28.54
36404,5324562,0.0896,9.9029,0.0,1.0
36405,5324565,0.0893,9.6175,0.131,16.22
36406,5324572,0.1064,11.1212,0.0,1.0
36407,5324574,0.0369,8.8388,0.1134,7.0
36408,5324578,0.3892,11.4305,0.0596,2.9
36409,5324581,0.0854,9.429,0.1189,12.51
36410,5324583,0.3153,10.5094,0.0837,42.96
36411,5324589,0.1124,9.7352,0.0646,4.7
36412,5324599,0.1617,9.8133,0.1294,45.37
36413,5324604,0.1451,11.0063,0.0017,1.0
36414,5324606,0.0896,9.1328,0.1143,140.75
36415,5324611,0.2694,10.2194,0.1247,10.01
36416,5324618,0.0869,10.3569,0.0705,1.59
36417,5324649,0.2391,11.1361,0.0715,1.96
36418,5324650,0.1066,9.4681,0.156,45.25
36419,5324656,0.1777,10.3049,0.2423,13.04
36420,5324668,0.2386,10.8185,0.0238,1.5
36421,5324675,0.187,10.0077,0.0941,41.17
36422,5324677,0.2375,10.8427,0.0616,1.42
36423,5324679,0.1118,9.8255,0.0878,11.8
36424,5324693,0.1043,10.4016,0.0206,1.85
36425,5324695,0.3327,11.0165,0.2239,3.76
36426,5324703,0.1194,9.2887,0.2023,4.39
36427,5324712,0.403,11.2421,0.024,11.9
36428,5324731,0.3834,10.6429,0.0876,5.05
36429,5324732,0.1064,9.8486,0.1091,9.77
36430,5324738,0.0796,10.0709,0.0085,1.12
36431,5324750,0.162,10.473,0.0791,4.08
36432,5324753,1.3709,,,
36433,5324756,0.404,10.9944,0.067,7.19
36434,5324767,0.1759,9.453,0.099,192.59
36435,5324770,1.4792,,,
36436,5324774,0.1769,10.0219,0.0838,65.46
36437,5324776,0.0848,9.3552,0.107,52.84
36438,5324777,0.328,10.4803,0.067,88.68
36439,5324778,1.9999,,,
36440,5324781,0.1814,9.253,0.1299,33.71
36441,5324784,0.2388,10.2638,0.1017,14.91
36442,5324800,0.3799,11.0404,0.0268,2.64
36443,5324822,0.1312,10.0698,0.0936,5.2
36444,5324824,0.3313,11.012,0.0318,4.05
36445,5324825,0.1772,9.9165,0.1447,20.11
36446,5324836,0.1761,9.9808,0.462,4.04
36447,5324853,0.3813,11.1634,0.0298,2.73
36448,5324872,0.177,9.728,0.3139,1.31
36449,5324878,0.1676,10.6076,0.098,1.65
36450,5324881,0.2942,10.8427,0.1507,2.32
36451,5324890,0.1404,9.6661,0.103,45.68
36452,5324898,0.1445,9.749,0.1176,74.23
36453,5324899,0.3319,10.8061,0.0695,28.11
36454,5324903,0.2659,10.4316,0.0779,7.38
36455,5324920,0.3469,10.9052,0.0439,22.06
36456,5324921,0.204,10.2485,0.1134,16.17
36457,5324927,0.1675,9.875,0.1026,6.95
36458,5324929,0.0653,9.3888,0.1405,3.97
36459,5324930,0.1677,10.6752,0.0733,1.94
36460,5324940,0.3893,10.9647,0.1159,2.31
36461,5324955,2.4647,,,
36462,5324961,0.1764,10.0838,0.3762,3.01
36463,5324964,0.2283,10.6249,0.1233,2.48
36464,5324967,2.4685,,,
36465,5324971,0.2049,9.709,0.1028,243.79
36466,5324972,0.328,11.1861,0.0421,7.26
36467,5324984,0.2183,10.4521,0.0929,13.88
36468,5324985,0.2364,10.5014,0.1212,12.73
36469,5324986,0.065,9.2299,0.131,1.02
36470,5324991,0.1681,10.3658,0.0637,3.28
36471,5324994,0.2442,10.5946,0.0632,4.8
36472,5324995,0.2427,10.4175,0.093,5.68
36473,5324999,0.0642,9.0429,0.1277,24.23
36474,5325005,0.2383,11.1165,0.1162,1.61
36475,5325015,0.3358,10.8207,0.0513,3.96
36476,5325023,0.0947,9.7263,0.1557,4.14
36477,5325040,0.0839,9.212,0.1326,40.65
36478,5325045,0.44,11.2154,0.0576,3.56
36479,5325072,0.1898,10.1725,0.068,28.4
36480,5325076,0.1623,9.6676,0.1081,16.44
36481,5325080,0.1059,10.2359,0.0047,1.01
36482,5325087,0.0862,10.8619,0.0028,1.0
36483,5325090,0.377,11.143,0.0148,1.39
36484,5325091,0.1075,10.2287,0.0034,1.08
36485,5325098,0.1835,10.5726,0.1992,6.09
36486,5325103,0.2378,10.6544,0.0458,4.03
36487,5325105,0.1096,10.7036,0.0421,1.11
36488,5325107,0.1036,9.5247,0.0974,15.99
36489,5325108,0.0831,10.2445,0.0432,1.02
36490,5325111,0.4344,10.9928,0.0985,17.05
36491,5325113,0.1206,9.5036,0.0867,84.93
36492,5325120,0.3184,10.8944,0.1564,4.49
36493,5325126,0.2071,10.0852,0.0938,65.68
36494,5325130,0.3152,10.8803,0.0676,14.88
36495,5325157,0.2702,10.8218,0.0868,2.93
36496,5325163,0.3175,10.7685,0.0682,38.98
36497,5325167,0.1886,10.215,0.065,16.38
36498,5325169,0.3126,10.3488,0.0318,1.01
36499,5325172,0.3194,10.8569,0.3078,3.17
36500,5325175,0.2285,10.7936,0.0708,9.08
36501,5325176,0.2424,9.1562,0.0004,1.0
36502,5325185,0.2338,10.3108,0.0689,17.37
36503,5325193,0.3148,11.0668,0.0236,5.5
36504,5325194,0.2374,10.3365,0.1585,12.3
36505,5325199,0.1683,10.01,0.0764,26.34
36506,5325207,0.2384,10.5517,0.0791,7.34
36507,5325213,0.1746,9.5462,0.131,1.99
36508,5325227,0.4444,10.6935,0.0491,1.41
36509,5325243,0.2673,10.7242,0.123,3.5
36510,5325247,0.3352,10.9934,0.1585,2.55
36511,5325263,0.1133,9.4231,0.0871,77.09
36512,5325264,0.1316,10.004,0.0819,17.2
36513,5325265,0.3814,10.8605,0.0734,8.96
36514,5325275,0.1805,,,
36515,5325288,0.3821,10.9195,0.046,14.25
36516,5325289,0.1752,10.6675,0.046,1.07
36517,5325290,0.2695,10.6839,0.0673,17.82
36518,5325295,0.3325,10.6516,0.3394,2.84
36519,5325303,0.0773,9.5767,0.0739,6.1
36520,5325304,0.28,10.3332,0.0863,88.77
36521,5325307,0.0616,8.8707,0.1569,9.49
36522,5325308,0.176,9.6044,0.1142,163.48
36523,5325315,0.3336,10.8113,0.3979,1.38
36524,5325339,0.1247,10.6546,0.1028,2.24
36525,5325349,0.1246,10.554,0.0024,1.0
36526,5325353,0.3032,10.7518,0.0583,24.36
36527,5325368,0.2687,10.3405,0.0713,2.83
36528,5325374,0.0817,9.6925,0.0394,1.75
36529,5325383,0.3767,10.9479,0.026,1.72
36530,5325387,0.3207,10.896,0.038,4.91
36531,5325404,0.1069,9.4876,0.111,34.16
36532,5325409,0.2686,10.5429,0.0793,22.07
36533,5325410,0.2288,10.2187,0.0853,118.71
36534,5325419,0.1883,10.8769,0.0085,1.01
36535,5325422,0.1253,10.4629,0.0446,1.46
36536,5325428,0.1256,10.2144,0.1545,2.64
36537,5325430,0.0649,9.9578,0.0063,1.01
36538,5325450,0.1883,9.8604,0.0898,93.5
36539,5325469,0.1041,9.9095,0.0287,3.08
36540,5325471,0.1138,9.3412,0.1136,46.27
36541,5325473,0.1043,9.4639,0.1656,37.29
36542,5325474,0.335,10.9147,0.0372,3.58
36543,5325484,0.2688,10.6126,0.0657,8.73
36544,5325486,0.2035,10.8154,0.0252,1.63
36545,5325502,0.4168,10.9106,0.0639,27.35
36546,5325503,0.4805,10.8491,0.271,11.64
36547,5325505,0.4178,10.7998,0.0632,30.65
36548,5325509,0.3818,10.9559,0.0482,27.98
36549,5325519,0.0806,10.4462,0.1886,1.45
36550,5325524,0.1063,9.2322,0.1157,120.91
36551,5325530,0.1044,9.5546,0.0841,48.35
36552,5325531,0.1889,9.9747,0.1201,7.69
36553,5325536,0.3776,11.1126,0.0354,7.76
36554,5325539,0.3338,11.0141,0.0707,13.59
36555,5325545,0.3727,11.0731,0.0583,5.66
36556,5325550,0.2333,10.4392,0.0886,25.5
36557,5325555,0.3041,10.4285,0.1694,4.56
36558,5325557,0.0635,10.4062,0.0026,1.0
36559,5325559,0.4221,10.805,0.0195,1.22
36560,5325566,0.418,10.8554,0.0745,21.23
36561,5325568,0.3352,10.554,0.1364,4.6
36562,5325572,0.1452,9.7124,0.1291,72.35
36563,5325577,0.1678,10.6039,0.122,2.09
36564,5325581,0.0646,8.8404,0.1268,90.18
36565,5325583,0.0987,10.8333,0.0077,1.0
36566,5325584,0.3202,10.0985,0.1156,1.04
36567,5325587,0.1629,9.6092,0.1101,163.54
36568,5325593,0.0651,9.1675,0.0843,1.01
36569,5325599,0.1813,10.7755,0.019,1.13
36570,5325614,0.1751,10.7183,0.0188,1.12
36571,5325622,0.9962,,,
36572,5325627,0.1068,10.4456,0.0523,2.29
36573,5325628,0.145,10.6642,0.0012,1.0
36574,5325634,0.1885,10.0756,0.0757,48.86
36575,5325650,0.2205,10.6239,0.0567,1.93
36576,5325655,0.1763,9.8817,0.0914,43.93
36577,5325658,0.1046,10.7317,0.0008,1.0
36578,5325660,0.1451,10.077,0.0423,5.55
36579,5325665,0.3137,10.5885,0.0635,14.64
36580,5325670,0.3136,10.6104,0.0708,21.87
36581,5325672,0.3231,10.8158,0.0968,20.79
36582,5325679,0.3343,10.6339,0.0835,7.21
36583,5325686,0.1902,10.9311,0.0,1.0
36584,5325687,0.2293,9.8401,0.0963,178.33
36585,5325688,0.2296,10.2293,0.0696,24.82
36586,5325695,0.2493,11.0,0.0702,2.12
36587,5325703,0.1137,9.9605,0.066,2.03
36588,5325704,0.215,10.1565,0.1076,24.51
36589,5325706,0.1814,9.733,0.0963,213.88
36590,5325716,0.417,11.2095,0.0397,4.57
36591,5325721,0.1049,9.5033,0.0889,64.85
36592,5325724,0.3416,10.8948,0.054,26.72
36593,5325726,0.2154,9.8882,0.096,107.9
36594,5325728,0.219,10.246,0.1045,12.42
36595,5325734,0.3738,11.1053,0.0306,13.32
36596,5325736,0.1177,9.8022,0.0854,7.15
36597,5325747,0.1036,10.2477,0.0061,1.0
36598,5325748,0.1898,10.0773,0.1183,4.17
36599,5325749,0.3142,,,
36600,5325750,0.1037,10.993,0.0,1.0
36601,5325752,0.2033,10.1305,0.0997,43.41
36602,5325763,0.382,9.9794,0.1027,5.65
36603,5325767,0.3205,10.8723,0.0481,6.58
36604,5325770,0.5254,11.198,0.0702,7.02
36605,5325772,0.2372,10.6408,0.0638,3.75
36606,5325800,0.3013,10.7756,0.0481,36.63
36607,5325801,0.0368,8.1352,0.1318,15.95
36608,5325808,0.114,10.2353,0.1344,1.84
36609,5325811,0.269,10.4347,0.0876,108.91
36610,5325812,0.2096,10.6662,0.0586,6.65
36611,5325813,0.1449,9.4666,0.1089,100.23
36612,5325828,0.2045,10.851,0.0588,3.61
36613,5325830,0.0893,9.6772,0.0601,15.65
36614,5325832,0.2375,10.5182,0.064,8.24
36615,5325833,0.2684,10.4675,0.0874,106.42
36616,5325840,0.221,10.2996,0.091,69.03
36617,5325843,0.2697,10.322,0.2225,9.02
36618,5325856,0.19,10.139,0.1467,6.48
36619,5325861,0.2259,9.9715,0.1067,68.84
36620,5325862,0.2052,10.7804,0.0951,3.55
36621,5325872,0.4487,9.93,0.3919,1.58
36622,5325874,0.1411,9.8157,0.1051,67.76
36623,5325875,0.1172,10.548,0.1303,3.27
36624,5325876,0.1887,10.2691,0.0877,25.25
36625,5325877,0.1179,10.169,0.0697,5.16
36626,5325878,0.2377,10.3142,0.0985,60.38
36627,5325879,0.3074,10.7461,0.0551,32.99
36628,5325886,0.1526,9.6252,0.0996,179.94
36629,5325888,0.1044,9.2918,0.0989,151.06
36630,5325897,0.2091,10.5244,0.0875,16.75
36631,5325902,1.6644,,,
36632,5325906,0.1173,10.1839,0.0847,1.35
36633,5325908,0.2204,10.3243,0.0878,58.07
36634,5325913,0.4615,,,
36635,5325922,0.1955,9.9009,0.1117,33.24
36636,5325926,0.0666,9.4544,0.0829,5.07
36637,5325930,0.2144,10.4982,0.0832,12.45
36638,5325932,0.3386,10.2523,0.0931,18.96
36639,5325935,0.1182,9.6564,0.1817,22.68
36640,5325942,0.3171,10.8606,0.0655,34.95
36641,5325944,0.2083,10.1045,0.0983,102.28
36642,5325951,0.3169,11.1052,0.1661,4.81
36643,5325961,0.1881,10.1626,0.0779,33.38
36644,5325963,0.1087,9.2922,0.1019,144.05
36645,5325966,0.3751,11.2715,0.0105,1.52
36646,5325967,0.2033,10.4763,0.0776,7.67
36647,5325984,0.4523,11.018,0.0703,6.99
36648,5325986,0.2495,9.9542,0.1077,65.83
36649,5326003,0.2302,10.5916,0.0694,2.9
36650,5326007,0.0366,9.7691,0.0383,1.16
36651,5326009,0.0806,10.2999,0.527,1.86
36652,5326020,0.2425,10.9127,0.0136,1.07
36653,5326025,0.4653,11.1187,0.0729,15.16
36654,5326031,0.2442,10.6149,0.0965,10.67
36655,5326048,0.2429,10.4102,0.0702,6.55
36656,5326056,0.2206,10.8507,0.0207,3.49
36657,5326059,0.0649,8.7293,0.1354,92.24
36658,5326078,0.4922,11.2956,0.0406,9.12
36659,5326085,0.1849,10.239,0.0583,21.03
36660,5326087,0.1155,9.8767,0.1602,1.94
36661,5326094,0.1757,10.1155,0.069,1.04
36662,5326103,0.1447,10.0874,0.1109,7.55
36663,5326108,0.4234,10.9331,0.0685,37.33
36664,5326112,1.9402,,,
36665,5326118,0.2206,10.3237,0.0607,21.98
36666,5326120,0.1756,10.0554,0.1466,8.74
36667,5326126,0.3741,11.5364,0.0021,1.0
36668,5326135,0.1071,10.2437,0.1229,1.99
36669,5326138,0.1899,9.2208,0.1009,1.03
36670,5326139,0.3741,10.9983,0.0387,9.86
36671,5326141,0.3144,,,
36672,5326146,0.3358,10.6817,0.0687,18.8
36673,5326148,0.2199,10.4671,0.065,26.7
36674,5326169,0.2059,11.2375,0.0602,1.81
36675,5326189,0.4068,10.8018,0.0584,19.41
36676,5326210,0.2696,10.7442,0.0753,6.83
36677,5326222,0.2241,9.9971,0.0939,99.19
36678,5326239,0.2435,10.3348,0.2089,47.78
36679,5326245,0.3047,10.5973,0.1233,1.97
36680,5326249,0.1445,9.6604,0.0186,1.54
36681,5326251,0.0832,10.4869,0.0024,1.01
36682,5326252,0.0401,9.3434,0.0,1.0
36683,5326254,0.2365,10.2443,0.0942,60.1
36684,5326257,0.4803,10.6491,0.4056,4.15
36685,5326262,0.2088,10.3245,0.0678,6.19
36686,5326268,0.3654,10.8156,0.0605,15.94
36687,5326277,0.1448,9.8139,0.0,1.0
36688,5326279,0.1815,10.1768,0.1005,17.08
36689,5326280,0.1675,9.735,0.1084,190.13
36690,5326291,0.4787,11.3015,0.0384,7.73
36691,5326293,0.104,10.8253,0.0139,1.13
36692,5326306,0.1887,9.7514,0.102,109.35
36693,5326309,0.3164,10.9505,0.0469,15.1
36694,5326314,0.4588,11.2708,0.0354,3.82
36695,5326315,0.3192,10.3772,0.1049,12.08
36696,5326319,0.4547,11.252,0.0446,2.56
36697,5326323,0.1885,11.1747,0.0017,1.0
36698,5326325,0.1743,10.1839,0.0798,24.21
36699,5326329,1.335,,,
36700,5326332,0.2802,10.557,0.0712,27.24
36701,5326333,0.1078,9.5692,0.0749,38.66
36702,5326335,0.0646,8.8254,0.1164,67.82
36703,5326338,0.1891,10.2877,0.0678,4.92
36704,5326340,0.5641,11.5223,0.0122,1.12
36705,5326345,0.4222,11.2918,0.0447,7.89
36706,5326351,0.0864,8.998,0.1216,261.37
36707,5326362,0.2142,10.8994,0.0253,3.87
36708,5326374,0.1896,10.5558,0.0454,2.79
36709,5326376,0.1676,10.4547,0.0791,5.64
36710,5326390,0.1096,10.4123,0.0119,1.27
36711,5326407,0.4011,11.0227,0.0483,14.4
36712,5326415,0.3758,11.5202,0.0091,1.21
36713,5326423,0.309,10.4799,0.0721,17.87
36714,5326427,0.5263,11.5082,0.0123,1.97
36715,5326430,0.2994,11.0011,0.0332,4.79
36716,5326431,0.4584,10.5312,0.0663,15.83
36717,5326433,0.0862,9.1913,0.1359,36.1
36718,5326439,0.2804,10.8427,0.0368,1.6
36719,5326443,0.0809,9.1329,0.1078,147.97
36720,5326453,0.189,10.375,0.0761,6.86
36721,5326455,0.1891,10.204,0.072,21.89
36722,5326467,0.375,11.0191,0.0462,6.85
36723,5326470,0.3749,11.0832,0.0495,16.38
36724,5326477,0.1138,9.9765,0.1093,4.17
36725,5326480,0.3748,11.1343,0.0271,1.39
36726,5326484,0.2996,10.8328,0.0662,43.29
36727,5326489,0.238,10.2324,0.1317,34.13
36728,5326500,0.3504,10.8589,0.0612,8.31
36729,5326503,0.2039,10.731,0.0513,2.21
36730,5326509,0.1655,9.7194,0.1052,130.72
36731,5326510,0.267,10.6011,0.0504,11.99
36732,5326515,0.3753,11.233,0.0343,2.96
36733,5326516,0.3205,10.8462,0.0651,22.61
36734,5326522,0.106,10.2598,0.0151,1.05
36735,5326526,0.1891,10.6308,0.0083,1.0
36736,5326529,0.2384,10.3151,0.1451,19.17
36737,5326537,0.3777,10.9339,0.0612,5.79
36738,5326545,0.0646,9.3551,0.0929,4.98
36739,5326561,0.2668,10.5324,0.0799,81.64
36740,5326563,0.1879,10.3667,0.0582,4.01
36741,5326567,0.2372,,,
36742,5326573,0.0833,9.7219,0.038,3.58
36743,5326584,0.3749,11.1367,0.0678,3.97
36744,5326599,0.2433,9.9904,0.107,129.63
36745,5326600,0.1762,10.3073,0.1676,6.0
36746,5326619,0.2079,10.3811,0.0755,30.59
36747,5326633,0.5432,11.3918,0.0634,10.7
36748,5326634,0.0623,8.8581,0.1311,82.39
36749,5326635,0.239,10.9914,0.0579,7.12
36750,5326637,0.0658,8.7536,0.1349,100.83
36751,5326647,0.2114,10.1671,0.0816,70.29
36752,5326649,0.2207,10.6845,0.0602,15.06
36753,5326680,0.034,9.5352,0.0055,1.0
36754,5326682,0.1072,9.9517,0.0557,15.55
36755,5326686,0.4397,11.1101,0.1078,4.95
36756,5326700,0.3502,11.0346,0.0471,11.64
36757,5326705,0.3749,11.0603,0.0313,1.97
36758,5326712,0.3138,11.0647,0.0973,1.14
36759,5326714,0.3834,11.1542,0.0378,19.33
36760,5326716,0.1893,10.0195,0.0783,90.7
36761,5326729,0.1045,9.378,0.1058,108.87
36762,5326737,0.2203,10.5298,0.0728,10.54
36763,5326747,1.3295,,,
36764,5326751,0.2039,9.9062,0.1023,124.81
36765,5326771,0.1893,10.7032,0.01,1.15
36766,5326773,0.337,10.9556,0.0441,12.13
36767,5326788,0.1183,9.7184,0.0852,52.7
36768,5326793,0.2445,10.9558,0.1306,2.34
36769,5326800,0.1084,11.0508,0.0007,1.0
36770,5326801,0.208,10.0719,0.0751,54.59
36771,5326802,0.0883,9.2298,0.136,99.51
36772,5326808,0.3506,11.104,0.0909,7.03
36773,5326813,0.0893,9.2077,0.105,138.59
36774,5326824,0.4381,10.9517,0.0593,12.83
36775,5326831,0.2907,10.6803,0.0455,12.02
36776,5326832,0.1952,9.8815,0.1029,88.39
36777,5326834,0.1041,9.8814,0.0695,5.55
36778,5326840,0.1249,10.0214,0.0389,2.14
36779,5326841,0.2487,10.4635,0.3351,25.32
36780,5326851,0.192,10.4801,0.0536,7.92
36781,5326856,0.3371,11.1519,0.0479,12.92
36782,5326864,0.1892,10.0479,0.0865,26.73
36783,5326884,0.1419,9.3809,0.1735,4.5
36784,5326906,0.0623,10.3155,0.0005,1.0
36785,5326908,0.3764,10.6154,0.0588,5.98
36786,5326919,0.4212,11.2654,0.0465,3.2
36787,5326926,0.2147,10.5911,0.0555,6.63
