     cataidGAMA  gama_z   logMstarGAMA    dellogm     neff
     5282099     0.2745    10.5134     0.1003     9.07
     5282105     1.0206        nan        nan      nan
     5282108     0.0855     9.2982     0.1311     9.94
     5282123     0.0851     9.0526     0.1182    40.21
     5282127     0.0843     9.5273     0.0000     1.00
     5282141     0.0875     8.9591     0.1844    11.54
     5282142     0.0845     8.8323     0.2056    35.65
     5282149     0.2074    10.7314     0.0299     1.59
     5282151     0.0869     9.6777     0.0469     1.01
     5282164     0.0841     8.6656     0.1227    67.77
     5282178     0.1686     9.7060     0.1112    80.43
     5282183     0.2475    10.2969     0.4045    17.18
     5282186     0.0932     9.7496     0.0136     1.00
     5282189     0.2078    10.0823     0.1382    12.13
     5282245     0.3294    10.7204     0.0778     6.88
     5282247     0.1990     9.5301     0.1123   118.11
     5282255     0.5052    11.1511     0.0467     1.36
     5282260     0.2053    10.2992     0.1027     1.96
     5282264     0.3262    10.8735     0.0945     5.29
     5282265     0.2040    10.6420     0.0415     1.64
     5282270     0.0882     9.8422     0.1591     3.12
     5282273     0.2032     9.4982     0.0186     1.02
     5282274     0.1122     9.0807     0.1103   119.00
     5282275     0.2058    10.2759     0.1200     3.11
     5282282     0.2714    10.7989     0.0505     4.12
     5282292     0.0282    10.4552     0.0000     1.00
     5282300     0.3929    10.0007     0.1643     1.08
     5282304     0.3127    11.0643     0.0464     2.78
     5282308     0.0891     9.5186     0.1241     1.40
     5282309     0.3274    10.8710     0.0647    15.38
     5282313     0.3149    10.6116     0.0858    17.46
     5282327     0.0874     9.6511     0.1625     2.04
     5282339     0.2394    10.5113     0.0987    19.42
     5282407     0.7965        nan        nan      nan
     5282409     0.4401     9.9208     0.3844     1.39
     5282416     0.6931    10.3371     0.0315     1.02
     5282420     0.1687    10.0667     0.0973    41.88
     5282422     0.0866     9.5153     0.0938     7.46
     5282428     0.0890     9.4314     0.1279    15.93
     5282440     0.0855     9.9192     0.2482     2.25
     5282441     0.2638    10.3044     0.1607    11.31
     5282445     0.2480    10.3045     0.2291     3.31
     5282447     0.1132     9.2777     0.1024   125.75
     5282450     0.3201    10.9953     0.0782     1.98
     5282452     0.3576    10.4810     0.0735    36.00
     5282453     0.1804     9.9955     0.1452     3.19
     5282459     0.1183    10.6444     0.0077     1.05
     5282464     0.0092     7.4001     0.1725     2.23
     5282466     0.1294    10.0010     0.0877     1.10
     5282476     0.1296     9.9453     0.0019     1.00
     5282478     0.1958    10.3161     0.0346     1.85
     5282482     0.1300     9.8208     0.0089     1.00
     5282484     0.5674    11.3077     0.0404     3.68
     5282488     0.2707    10.7876     0.3301     3.73
     5282489     0.0861    10.1581     0.0003     1.00
     5282497     0.2078    10.6387     0.0445     2.36
     5282509     0.0891     9.1856     0.1074    99.81
     5282511     0.1930    10.1384     0.0705    14.98
     5282523     0.0891     9.5318     0.0000     1.00
     5282528     0.1268     9.8749     0.1794     3.68
     5282546     0.3261    10.4531     0.0194     1.03
     5282549     1.9784        nan        nan      nan
     5282550     0.2043     9.9091     0.1318     1.57
     5282551     0.3270    11.0557     0.2149     3.81
     5282554     0.4392    11.1573     0.0784     1.17
     5282570     0.1045    10.6403     0.0062     1.09
     5282571     0.0694     9.6138     0.0000     1.00
     5282584     0.2037     9.6750     0.1531    16.42
     5282590     0.2027    10.5799     0.0163     1.02
     5282592     0.3196    10.4356     0.0831    28.78
     5282593     0.3264    10.2071     0.1632     1.57
     5282599     0.2345    10.8303     0.0336     3.31
     5282603     0.3127    10.8715     0.1166     4.86
     5282609     0.2477    10.5958     0.2874     1.15
     5282610     0.1855     9.9931     0.1140    26.19
     5282614     0.1768     9.5720     0.1279    69.15
     5282616     0.1288     9.9498     0.0537     5.88
     5282617     0.1124     9.5881     0.1531    22.87
     5282620     0.1124     9.9518     0.0498     1.01
     5282624     0.4344    10.8776     0.0596    16.00
     5282626     0.1189    10.0734     0.0895     1.70
     5282636     0.1119    10.2153     0.1550     2.07
     5282640     0.1182     9.5751     0.1392    81.71
     5282642     0.2784     9.7961     0.1260    29.11
     5282660     0.0854     9.3227     0.2222     2.52
     5282669     0.0671     9.7535     0.0764     2.30
     5282675     0.1125    10.5597     0.0152     1.07
     5282676     0.1908     9.9720     0.1019    52.32
     5282686     0.3948    10.3255     0.0821    19.83
     5282687     0.0874    10.6165     0.4723     1.42
     5282692     0.2791    10.3083     0.0958    18.32
     5282695     0.1115     9.1840     0.0359     1.04
     5282698     0.1711    10.0128     0.0378     1.15
     5282699     0.1615    10.5793     0.0900     1.02
     5282712     0.2034    10.3649     0.0503     2.56
     5282715     0.0911     9.7138     0.0907     1.26
     5282716     0.2013     9.9915     0.0896    55.50
     5282722     0.0373     8.5926     0.1050     9.85
     5282723     0.2639    10.4982     0.0876    46.84
     5282724     0.2573    10.7078     0.0922     5.29
     5282726     0.2345     9.5888     0.1836     4.27
     5282727     0.2784    10.9852     0.2982     2.43
     5282737     0.2060     9.7854     0.1088    54.76
     5282743     0.2009    10.5065     0.0694     6.84
     5282761     0.2101    10.8304     0.0029     1.02
     5282772     0.0848     9.3018     0.1948     8.29
     5282773     0.1806    10.0085     0.0939    66.53
     5282785     0.2414    10.2416     0.1454    59.31
     5282786     0.1292     9.3447     0.1389    22.22
     5282790     0.2794    10.1884     0.0980    22.24
     5282791     0.1182     9.9522     0.1049     1.40
     5282792     0.2014     9.2860     0.1240    25.45
     5282798     0.5537    10.5277     0.1119     3.63
     5282813     0.5139    10.3437     0.3114     8.80
     5282815     0.0852     9.1500     0.1115    69.65
     5282818     0.3703    10.2436     0.0888     6.04
     5282820     0.2423    10.5104     0.1073     4.25
     5282832     0.3157    10.3035     0.0746    17.76
     5282841     0.0369     9.0284     0.0539     2.54
     5282843     0.2809    10.5083     0.1351     5.71
     5282845     0.2783    10.7640     0.0753     9.38
     5282851     0.2737    10.1485     0.0896    59.12
     5282852     0.2004    10.1901     0.1243    10.51
     5282867     0.0847     9.6302     0.0677     1.35
     5282869     0.1214     9.8749     0.1190     4.64
     5282870     0.1053    10.0867     0.0681     4.34
     5282872     0.2042    10.8284     0.0425     1.26
     5282879     0.1278     9.4003     0.0132     1.00
     5282881     0.1930     9.9497     0.1041    47.29
     5282882     0.1143     9.3949     0.1142    20.07
     5282888     0.1714    10.2256     0.0984     9.71
     5282890     0.0879     9.9453     0.0259     1.05
     5282893     0.1728    10.7243     0.0508     4.43
     5282895     0.0874     9.8435     0.0074     1.01
     5282901     0.0374     8.1867     0.1244    22.74
     5282908     0.2405    11.2092     0.0045     1.00
     5282909     0.2577    10.7253     0.0338     1.35
     5282913     0.2764    10.3799     0.0992    12.98
     5282917     0.5295    11.0997     0.1617     1.12
     5282919     0.3645    11.1249     0.0219     1.60
     5282921     0.2779    10.8740     0.2720     2.03
     5282923     0.0691     9.1008     0.0765     2.03
     5282927     0.2403    10.7773     0.0970     3.90
     5282932     0.2418     9.6878     0.1591    11.49
     5282938     0.3844    10.8129     0.1379     2.68
     5282949     0.2775    10.5417     0.1138     4.17
     5282957     1.0913        nan        nan      nan
     5282965     0.2407    10.6803     0.1280     2.77
     5282979     0.3239    10.8222     0.1084     6.41
     5282982     0.1178    10.5629     0.0001     1.00
     5282989     0.0286    10.1017     0.0000     1.00
     5282993     0.2050    10.7250     0.0100     1.03
     5282996     1.3615        nan        nan      nan
     5283004     0.2054    10.4124     0.0280     1.79
     5283010     0.3248    10.7397     0.0508     3.06
     5283012     0.2576    10.4235     0.0610     1.24
     5283013     0.0875     9.2241     0.1455     9.76
     5283016     0.3259    10.8170     0.0798    24.48
     5283020     0.0286     8.0268     0.1885    18.36
     5283026     0.0843     8.8446     0.1724    52.68
     5283028     0.2056     9.9721     0.0867    77.00
     5283030     0.3228    10.5240     0.0803    14.39
     5283031     0.2418    10.6493     0.0725    12.34
     5283045     0.2080    10.3279     0.0000     1.00
     5283048     0.2039    10.5295     0.0772     9.33
     5283053     0.1929    10.3040     0.0618    27.20
     5283054     0.2776    10.1137     0.1812    10.02
     5283056     0.3156    11.2055     0.0189     5.15
     5283061     0.4403    10.6997     0.1313     2.89
     5283066     0.2715    10.2615     0.3168     1.91
     5283067     0.4413    10.6933     0.0841    18.62
     5283070     0.0884     9.5526     0.0115     1.00
     5283083     0.2719    10.3774     0.0743    57.93
     5283089     0.2032    11.2456     0.0089     1.01
     5283092     0.2062    10.2797     0.1215     1.07
     5283093     0.2064    10.5857     0.0072     1.02
     5283097     0.0890     9.3832     0.2015     3.61
     5283099     0.0869     9.9933     0.0141     1.35
     5283101     0.3061    11.0518     0.0340     1.08
     5283105     0.2049    10.9741     0.0362     1.01
     5283112     0.1733    11.0095     0.0036     1.00
     5283116     0.2570    10.1296     0.1513    23.80
     5283127     0.1708     9.7833     0.1343     8.24
     5283129     0.1761     9.4994     0.1306    44.44
     5283132     0.1865     9.6486     0.1239     9.29
     5283137     0.3965    10.6308     0.0521    33.74
     5283138     0.2085    10.6297     0.0450     2.13
     5283139     0.2041    10.4949     0.0513    12.51
     5283140     0.1741     9.8237     0.1113   159.16
     5283141     0.2042    10.6671     0.0682     2.27
     5283144     0.1930    10.1624     0.0994     1.97
     5283146     0.2080    10.6411     0.0861     2.65
     5283147     0.0230     7.8825     0.1255    28.52
     5283148     0.0936     9.2032     0.1156    11.77
     5283156     0.2727    10.8439     0.0527    10.77
     5283162     0.1134     9.2690     0.1026    28.97
     5283163     0.2391    10.7593     0.0808     1.66
     5283167     0.2716    10.4147     0.1415    11.09
     5283168     0.2047     9.6307     0.1103   172.19
     5283178     1.8845        nan        nan      nan
     5283184     0.0663     9.9057     0.0001     1.00
     5283187     0.0862     9.3563     0.0997    16.64
     5283188     0.1684     9.4444     0.1039   179.19
     5283196     0.1124    10.1430     0.0403     1.23
     5283198     0.3254    10.8251     0.0654     7.42
     5283199     0.3236    10.1214     0.0969    39.29
     5283202     0.3217    10.9309     0.0632    12.42
     5283204     0.1692    10.1338     0.0545     1.03
     5283206     0.2401    10.6098     0.0885     7.33
     5283209     0.1866    10.2843     0.0375     5.01
     5283211     0.2225     9.9816     0.1108    12.84
     5283213     0.0768     8.8809     0.1152    12.02
     5283216     0.0669     9.2810     0.0907    17.11
     5283217     0.1726     9.5771     0.1299    60.36
     5283218     0.1721    10.3415     0.1057     9.03
     5283220     0.1254    10.5193     0.0097     1.00
     5283229     0.1367     9.4292     0.1055   303.97
     5283252     0.3133    10.8153     0.0673    16.07
     5283277     0.2492    10.0699     0.1784    35.13
     5283278     0.0891     9.3281     0.1586    28.80
     5283281     0.2723    11.1332     0.0175     2.79
     5283282     0.2005    10.0832     0.1186     8.96
     5283284     0.2790    10.6947     0.0519     1.92
     5283289     2.1578        nan        nan      nan
     5283301     0.3635    10.8172     0.0694     9.55
     5283305     0.1700     9.7214     0.1471     4.76
     5283315     0.3645    10.9094     0.0694     4.71
     5283317     0.3192    11.0166     0.0304     3.60
     5283321     0.2485     9.8307     0.5841     3.31
     5283324     0.2484     9.9410     0.3461     6.02
     5283325     0.2485    10.2013     0.2708     4.35
     5283326     0.3232    10.5918     0.0732    25.82
     5283332     0.1269     9.4388     0.0938   277.20
     5283356     0.0669     9.4131     0.0000     1.00
     5283362     0.0669     9.1600     0.0401     1.02
     5283370     0.3159    10.3511     0.0093     1.00
