     cataidGAMA  gama_z   logMstarGAMA    dellogm     neff
     5338025     0.1834    11.0631     0.0005     1.00
     5338033     0.2715    10.5473     0.0570    16.09
     5338034     0.1273     9.3560     0.1006   139.29
     5338036     0.2507    10.4192     0.4077    21.46
     5338053     0.1638    10.4007     0.0942    11.08
     5338062     0.0886     9.1882     0.1213     7.36
     5338065     0.3051    11.0696     0.0448     7.17
     5338073     0.3340    10.7842     0.0823    35.94
     5338077     0.3138    10.8014     0.0576    18.76
     5338081     0.2509    11.3528     0.0194     1.02
     5338083     0.3061    10.8152     0.0498    48.40
     5338096     0.2095    11.0693     0.0047     1.07
     5338110     0.2678    10.2262     0.0807    55.57
     5338117     0.2021    10.4909     0.0825    10.04
     5338121     0.2336    10.4423     0.0772     9.72
     5338122     0.3375    11.1193     0.1237     3.94
     5338123     0.0546     9.2915     0.0438     1.85
     5338145     0.0865     9.9110     0.0336     1.22
     5338146     0.4246    11.2320     0.0601    12.61
     5338147     0.0366     8.4209     0.1614    56.30
     5338148     0.2338    10.7461     0.0663     7.77
     5338149     0.1954    10.4403     0.0608     3.69
     5338168     0.2338    10.6316     0.0471     4.22
     5338169     0.4167    10.8285     0.0666    25.54
     5338170     0.1903    10.2811     0.0894    24.68
     5338171     0.4172    10.8150     0.0418    14.59
     5338176     0.0681     8.7830     0.1149   156.72
     5338181     0.3337    10.6395     0.0768    75.39
     5338189     0.3071    10.6884     0.0808    15.64
     5338190     0.3263    10.5307     0.0770    37.73
     5338193     0.3034    10.5960     0.1091    20.97
     5338196     0.3033    11.1246     0.0355     2.51
     5338197     0.1247     9.2907     0.1099   177.92
     5338198     0.2341    10.1691     0.0974    55.48
     5338206     0.2061    10.3968     0.1307     2.85
     5338213     0.1958    10.2572     0.0949    46.37
     5338217     1.3949        nan        nan      nan
     5338218     0.2061     9.3136     0.1354    40.14
     5338219     0.2066     9.9946     0.0783     9.25
     5338230     0.2272    10.6008     0.0603    10.14
     5338236     0.0856    10.3993     0.3097     1.38
     5338241     0.5076    11.2374     0.0494     1.76
     5338242     0.3931    10.7158     0.0463    15.31
     5338253     0.4033    10.8679     0.0480    17.37
     5338260     0.1437     9.7091     0.1049    63.78
     5338261     0.3331    10.8534     0.0714    16.84
     5338263     0.3089    10.8206     0.0794     9.44
     5338279     0.4175    11.0425     0.0722     9.69
     5338282     0.1833    10.6557     0.0341     1.55
     5338283     0.2338    10.0999     0.0977    44.69
     5338284     0.1243    10.1528     0.0229     1.88
     5338294     0.4372    11.1648     0.0719    16.23
     5338296     0.0545    10.7028     0.0000     1.00
     5338301     0.5138    11.2849     0.0328     2.30
     5338307     0.2068    10.3349     0.0935    36.33
     5338310     0.1683    10.5398     0.0517     5.20
     5338316     0.0862     9.1525     0.0992   176.88
     5338319     0.2703    10.5716     0.0710    25.47
     5338325     0.2077    10.9709     0.0169     4.51
     5338327     0.2711    10.2706     0.0777   151.83
     5338335     0.4983    10.8144     0.1405    10.22
     5338337     0.3344    11.0978     0.1427    12.71
     5338342     0.3355    10.6530     0.0678     5.74
     5338346     0.3154    10.1267     0.0896    50.27
     5338350     0.2450    10.6444     0.0715    20.44
     5338369     0.2065     9.8552     0.1139    21.76
     5338378     0.2284     9.6242     0.1079    81.93
     5338382     0.9930        nan        nan      nan
     5338383     0.0608     8.9346     0.1187    31.78
     5338387     0.2270    10.7306     0.0451     8.47
     5338393     0.2262     9.5526     0.1133    47.03
     5338397     0.0928    10.2734     0.1048     1.94
     5338398     0.1838    10.3904     0.0687     4.99
     5338402     0.2286    10.7670     0.0509     4.29
     5338405     0.2012    10.4215     0.0702     6.62
     5338410     0.5032    11.1563     0.0610     3.55
     5338424     0.0855    10.5547     0.0242     1.28
     5338446     0.2282    10.8702     0.0255     1.69
     5338447     0.3038    11.0159     0.0563     6.11
     5338454     0.3037    10.6154     0.0625    55.53
     5338460     0.2334    10.7177     0.0619     5.80
     5338462     0.0607     9.8073     0.0310     1.05
     5338470     0.4030    10.9333     0.0406     9.03
     5338475     0.1838     9.9642     0.1229    35.02
     5338478     0.4253    10.9949     0.0682    40.11
     5338485     0.4262    11.0050     0.0646    21.89
     5338490     0.1024     9.3926     0.0934    84.78
     5338494     0.1988        nan        nan      nan
     5338499     0.2341    10.0053     0.0873    95.46
     5338506     0.3025    10.6292     0.0756    76.63
     5338511     0.2274    10.4588     0.0881    40.21
     5338516     0.4363    10.5235     0.1044     4.29
     5338517     0.1024     9.2950     0.1129    81.04
     5338520     0.1865     9.4309     0.1021   101.14
     5338550     0.1855    10.1976     0.0744     9.69
     5338552     0.1853    10.1960     0.0283     1.05
     5338557     0.2062    10.8319     0.0527     4.13
     5338561     0.2347     9.9602     0.0936   196.26
     5338575     0.0606     8.4213     0.1364    72.96
     5338582     0.3031    11.0212     0.0386     2.69
     5338586     0.2435    10.6964     0.0318     3.37
     5338589     0.2371    10.2549     0.0815    62.43
     5338595     0.4928    11.1442     0.0790     5.28
     5338596     0.1436     9.5202     0.0970    54.28
     5338601     0.2224    11.1240     0.0149     1.04
     5338603     0.5002    11.2096     0.0522     3.99
     5338615     0.1757    10.2729     0.0957    30.12
     5338617     0.1205    10.3956     0.0356     4.13
     5338621     0.1872     9.9488     0.0909    23.42
     5338628     0.5586    11.3222     0.0693     2.91
     5338633     0.3149    10.8971     0.0726    11.79
     5338638     0.2017    10.6196     0.0919     6.50
     5338644     0.3343    10.7387     0.0723    34.63
     5338659     0.3142    10.7614     0.0674    26.84
     5338672     0.1870     9.8351     0.0974    57.43
     5338675     0.1863    11.1659     0.0000     1.00
     5338694     0.3026    10.3636     0.0753    32.45
     5338709     0.3039    11.3298     0.1119     1.62
     5338722     0.1843    10.0118     0.5086     1.94
     5338736     0.3076    10.9821     0.1483     3.09
     5338738     0.0368     9.5563     0.0828     1.11
     5338739     0.0367     9.3735     0.0095     1.05
     5338743     0.3703    10.8255     0.0506    23.25
     5338763     0.2244    10.1654     0.1037    22.13
     5338764     0.2221     9.9977     0.0874     1.09
     5338768     0.0868     9.2326     0.1616    29.86
     5338774     0.3145    10.6828     0.0797    13.94
     5338782     0.0366     8.7866     0.2293     2.36
     5338783     0.0367     9.1382     0.1472     3.89
     5338787     0.2788    10.2454     0.0733    55.53
     5338803     0.1693     9.3289     0.1129   100.25
     5338805     0.2944    10.0220     0.0990    74.19
     5338807     0.3195    10.4303     0.0808     8.33
     5338808     0.1954    10.4250     0.0745    12.53
     5338817     0.3137    10.8949     0.0501    41.83
     5338830     0.2015    10.0134     0.0988   118.68
     5338831     0.6220    11.0932     0.0354     2.00
     5338843     0.3344    10.8424     0.0784    28.52
     5338851     0.1248    10.0350     0.0482     1.14
     5338905     0.2118    10.0333     0.0698     5.15
     5338906     0.1951    10.2071     0.1273     6.77
     5338907     0.1851     9.8496     0.0847   109.44
     5338908     0.3170    10.9112     0.0642    14.04
     5338920     0.2334    10.2692     0.0844    69.16
     5338928     0.3217    10.4752     0.0618    48.82
     5338942     0.5791    11.4244     0.0351     5.35
     5338944     0.2518    10.3643     0.2602     5.91
     5338956     0.2336    10.7467     0.0551     1.23
     5338958     0.2337    10.7223     0.0618     2.41
     5338965     0.2313     9.9054     0.1725    16.08
     5338979     0.4202    10.0448     0.0334     1.18
     5338990     0.2705    10.7834     0.0862     8.97
     5338993     0.1755    10.0146     0.0798    82.38
     5338996     0.2211     9.4664     0.0033     1.00
     5338998     0.1245     9.4320     0.0923    70.56
     5339012     0.4256    10.8383     0.0934     9.21
     5339018     0.0607     8.4289     0.1345    73.72
     5339041     0.1863    10.3205     0.0419     3.00
     5339053     0.3311    10.4801     0.0578    67.14
     5339060     0.2691    10.4436     0.0837    48.40
     5339061     0.2690     9.7562     0.1035    48.61
     5339062     0.2706    10.7358     0.1151     1.66
     5339067     0.3220    10.8560     0.0467     5.49
     5339078     0.0960     9.9539     0.0000     1.00
     5339111     0.1907    10.1626     0.0612    40.29
     5339114     0.1875    10.4045     0.0630     6.50
     5339128     0.2519     9.7984     0.1077    44.86
     5339131     0.1679     9.6296     0.1505    12.47
     5339137     0.3134    10.4521     0.2013     5.55
     5339140     0.4155    11.0055     0.0630    24.61
     5339143     0.2337    10.6072     0.0716    15.14
     5339153     0.4150    11.0464     0.0558    19.78
     5339158     0.1031    10.0600     0.0203     1.27
     5339170     0.3379    11.0216     0.2969     1.98
     5339171     0.0851     8.6710     0.1205    86.73
     5339176     0.0917     9.9599     0.0394     2.01
     5339177     0.1657    10.0117     0.0759     7.63
     5339184     0.2807     9.9816     0.0969   132.81
     5339187     0.1012     9.5510     0.1331    28.65
     5339191     2.9576        nan        nan      nan
     5339208     0.5003    10.4088     0.2325     4.93
     5339219     0.0063        nan        nan      nan
     5339221     0.0969     9.6283     0.1409     4.90
     5339230     0.3312    10.9094     0.0641    26.25
     5339235     0.4180    10.9644     0.0768    17.76
     5339265     0.4289    10.8388     0.0575    20.54
     5339278     0.0882     9.1718     0.1361   112.77
     5339281     0.3049    10.3064     0.0812    95.63
     5339288     0.4183    11.7203     0.0139     1.18
     5339292     0.1653    10.2075     0.0544    12.26
     5339304     0.4984    11.2592     0.0522     1.31
     5339307     0.2062     9.6339     0.0975    21.37
     5339314     0.1925    10.2716     0.0741    31.89
     5339315     0.1905    11.3564     0.0001     1.00
     5339318     0.3037    10.7726     0.3000     2.63
     5339320     0.2520    10.3756     0.2313    54.39
     5339322     0.0898     9.0357     0.1197   168.43
     5339334     0.2396     9.6186     0.1991     2.44
     5339335     0.2500    10.3372     0.2430    51.39
     5339343     0.1869     9.8901     0.1018   146.60
     5339345     0.2246    10.1072     0.0834     9.42
     5339348     0.1233     9.9566     0.1367     7.17
     5339355     0.3147    10.5461     0.0613    38.53
     5339356     0.5017    10.9355     0.0518     5.78
     5339364     0.0751     9.2570     0.1039    13.62
     5339366     0.1652    10.5279     0.1352     2.56
     5339375     0.4204    11.1738     0.0519     5.17
     5339378     0.0897    10.3082     0.0410     2.68
     5339382     0.1862    10.2403     0.0589    21.11
     5339395     0.2065     9.7937     0.1117   147.16
     5339397     0.4135    10.8566     0.0555    26.59
     5339401     0.2698    10.3510     0.0729   103.41
     5339404     0.1752    11.0118     0.0000     1.00
     5339408     0.3193    10.3776     0.0618    75.53
     5339418     0.4495    11.2154     0.0563    13.82
     5339421     0.3017    10.2506     0.0820    50.54
     5339435     0.2013    10.5464     0.0711     7.63
     5339439     0.0688     9.1136     0.0963     8.65
     5339440     0.4629    11.0438     0.0692    10.27
     5339442     0.3307    10.2492     0.1053    12.56
     5339447     0.0541     9.6941     0.1089     1.35
     5339452     0.0886    10.5462     0.0425     1.60
     5339467     0.1857    10.2048     0.2107     4.83
     5339469     0.0874     9.0911     0.1390    35.51
     5339475     0.4138    10.8544     0.0535    24.43
     5339476     0.1747    10.0563     0.3348     4.80
     5339490     0.0878     9.8244     0.0757     3.09
     5339492     0.3336    10.1899     0.1110     2.90
     5339495     0.2511    10.4751     0.5204     1.90
     5339501     0.4221    11.1302     0.0708    11.14
     5339505     0.4246    10.6983     0.0842    28.20
     5339506     0.3142    10.6207     0.0824     1.25
     5339512     0.4882    10.9862     0.5095     1.53
     5339516     0.1866    10.1749     0.0807     6.65
     5339528     0.2393    10.0534     0.5586     3.91
     5339533     0.2388    11.1918     0.0199     1.05
     5339536     0.2469    10.2886     0.5030    10.52
     5339545     0.4248    10.9173     0.0548    17.92
     5339548     0.2216    10.7564     0.0741     2.71
     5339551     0.1876    10.8510     0.0226     1.86
     5339555     0.2130     9.7299     0.1015   141.50
     5339556     0.1297    10.0834     0.0480     6.60
     5339563     0.1338     9.2600     0.1231   185.46
     5339565     0.1237    10.1166     0.0539     3.93
     5339567     0.3318    10.4372     0.0609    51.24
     5339571     0.0961     9.2672     0.1235    42.74
     5339572     0.1743    10.6250     0.0301     1.42
     5339584     0.1743    10.0543     0.0864    42.92
     5339595     0.1860    10.9030     0.0639     2.49
     5339596     0.1855     9.5662     0.0995   222.70
     5339597     0.0887     9.7444     0.0074     1.00
     5339599     0.1029     9.7385     0.0610     1.06
     5339601     0.0892     9.5754     0.1197    21.90
     5339603     0.2009        nan        nan      nan
     5339606     0.2509    10.6708     0.0826     1.01
     5339614     0.2121     9.7256     0.0894     4.79
     5339615     0.1695    10.1209     0.0924    34.46
     5339620     0.0959     8.9173     0.1308    20.09
     5339626     0.0886    10.5449     0.0206     1.07
     5339627     0.3160    10.3082     0.0994    28.76
     5339633     0.0925     9.7427     0.0481     5.00
     5339635     0.1860    10.6451     0.0875     1.61
     5339650     0.0887    11.1153     0.0021     1.00
     5339658     0.2393    10.9994     0.0568     3.74
     5339664     0.3163    10.8913     0.0498    19.35
     5339667     0.0896    10.0163     0.5628     1.77
     5339670     0.2319    10.1711     0.0816    11.87
     5339672     0.1453     9.4674     0.1039   215.21
     5339681     0.0872     9.2224     0.1289     2.00
     5339691     0.1857     9.6531     0.0995   288.37
     5339693     0.1903    10.2847     0.0942    11.04
     5339699     0.4227    10.8679     0.0055     1.01
     5339701     0.3141    10.4684     0.0986    45.24
     5339702     0.2314    10.2110     0.0749    11.20
     5339713     0.3142    11.1051     0.0735     8.11
     5339718     0.2336    10.4573     0.1028    38.35
     5339719     0.3546     9.9566     0.1153     4.84
     5339720     0.0866     9.7311     0.0104     1.00
     5339723     0.0877     9.4885     0.0953     5.51
     5339738     0.2329    11.0435     0.0240     1.41
     5339743     0.4237    11.0604     0.0929     1.78
     5339746     0.3040    11.2074     0.0295    10.55
     5339748     0.2223    10.1420     0.0906    62.21
     5339764     0.2063    10.5415     0.0447     4.22
     5339774     0.2335    10.4784     0.0711    11.75
     5339775     0.2318    10.7305     0.0669     2.80
     5339788     0.0689     9.3340     0.0700     5.81
     5339790     0.3968    10.5172     0.1918     2.63
     5339793     0.0392     7.9223     0.1243     8.52
     5339805     0.0894     9.6972     0.0000     1.00
     5339819     0.4800    10.0337     0.0239     1.00
     5339827     0.2925    10.8320     0.0376     3.00
     5339833     0.2341     9.3792     0.1308    10.66
     5339835     0.0889    10.4416     0.0323     1.78
     5339839     0.0890     9.3601     0.0896    51.56
     5339840     0.0854     9.2451     0.1097    30.48
     5339842     0.3836    10.9187     0.0522    55.86
     5339849     0.2264    10.2160     0.1170     2.87
     5339860     0.2914    10.9399     0.0444     5.38
     5339863     0.0548     9.1979     0.0858     5.25
     5339864     0.0892    10.6735     0.2848     1.50
     5339866     0.1449     9.8195     0.1072     1.60
     5339868     0.3033    10.7551     0.0673    17.99
     5339870     0.0886     8.6945     0.1144    46.95
     5339875     0.0922    10.0564     0.0288     1.27
     5339878     0.0886     9.8900     0.1042     2.46
     5339881     0.0386     7.9498     0.1529    56.97
     5339884     0.0893     9.3792     0.0957    30.23
     5339886     0.7366        nan        nan      nan
     5339890     0.3533    11.1571     0.3886     1.97
     5339893     0.1835    10.2743     0.0652     6.28
     5339898     0.0383     8.0989     0.1372    39.12
     5339903     0.2627    10.5251     0.0929     2.93
     5339909     0.1853     9.5464     0.1083    88.89
     5339912     0.4569    10.6041     0.1259    11.70
     5339925     0.0869     8.9724     0.1200   177.57
     5339927     0.2325     9.6478     0.1018    49.07
     5339932     0.0887     9.5674     0.1268     8.99
     5339934     0.1967     9.7225     0.0970   261.87
     5339935     0.2496    11.1319     0.0642     1.60
     5339936     0.1649    10.3521     0.0609     1.42
     5339937     0.2491    10.2677     0.4473    11.46
     5339953     0.1865    10.7725     0.0154     1.16
     5339961     0.2411    10.5516     0.3360     4.14
     5339962     0.3144    10.3831     0.0812     4.17
     5340026     0.4254    10.9498     0.0817     5.63
     5340028     0.1650    10.1924     0.0790    10.79
     5340031     0.3525    10.8367     0.0433    11.32
     5340032     0.2021    10.6140     0.0000     1.00
     5340046     0.1030     9.4639     0.1155    40.21
     5340047     0.1848    10.8780     0.0227     1.68
     5340076     0.1826    10.1519     0.2575     1.57
     5340080     0.2466    10.1716     0.5763     6.88
     5340086     0.0851     9.8595     0.4958     2.41
     5340092     0.1216     9.3844     0.0904   134.75
     5340097     0.2467    10.1256     0.1132   104.51
     5340100     0.1749     9.9017     0.0966    49.47
     5340125     0.2464    10.1781     0.3531    17.84
     5340130     0.1649     9.8115     0.1094   113.52
     5340131     0.2030    10.2370     0.0941    22.84
     5340134     0.2509    10.7197     0.0611     1.51
     5340140     0.0849    10.0253     0.0592     2.03
     5340156     0.1858    10.2893     0.0939    17.32
     5340159     0.3186    10.4786     0.0600   100.79
     5340162     0.2132    10.6078     0.0644     2.28
     5340165     0.4193    10.6760     0.0496    10.66
     5340174     0.0389    10.2413     0.0000     1.00
     5340178     0.5078    11.6353     0.0220     1.69
     5340189     0.2338     9.8661     0.1030   104.71
     5340193     0.2343    10.6415     0.1019     5.91
     5340196     0.4159    11.0313     0.0763     7.43
     5340197     0.2062     9.4685     0.1068    94.56
     5340198     0.1848    10.4164     0.0618     2.46
     5340199     0.0856    10.1519     0.0065     1.04
     5340204     0.1847    10.8332     0.0494     1.54
     5340205     0.5102    11.2770     0.0995     2.08
     5340207     0.2339    10.0012     0.0795    21.90
     5340212     0.5101    11.0257     0.0420    11.23
     5340215     0.2212    10.5741     0.0611     9.34
     5340226     0.3925    10.3745     0.0914    28.46
     5340243     0.1877    10.1971     0.1247     5.19
     5340253     0.1736    10.2488     0.1071    12.34
     5340274     0.1859    10.5818     0.1054     7.95
     5340275     0.3341    11.0105     0.0542     6.14
     5340279     0.0857     8.8881     0.1207   245.63
     5340286     0.1654    10.9835     0.1033     1.97
     5340293     0.4963    10.9478     0.0951     4.12
     5340307     0.2028     9.6954     0.1463    14.54
     5340310     0.2505    10.7684     0.1049     6.07
     5340315     0.0392     8.4937     0.1284    51.27
     5340329     0.0933     8.8567     0.1149   162.79
     5340331     0.1028     9.5609     0.0849    58.14
     5340335     2.0491        nan        nan      nan
     5340336     0.0931     9.9957     0.0728     2.17
     5340340     0.2331     9.8690     0.0945   168.60
     5340348     0.2331    10.5286     0.0460     3.27
     5340351     0.0966     8.8807     0.1102   134.03
     5340356     0.2027    10.2171     0.1097    78.47
     5340403     0.1860    10.4033     0.0596    12.32
     5340406     0.0928    10.3894     0.0588     1.86
     5340421     0.1659    10.7070     0.0521     1.94
     5340430     0.2394    10.3687     0.1960     3.40
     5340434     0.0728     9.5728     0.0886    11.78
     5340462     0.4235    11.3839     0.0183     2.90
     5340463     0.3136    10.8241     0.0630    14.07
     5340479     0.4248    11.2126     0.0597    10.87
     5340490     0.4247    10.6567     0.0608     2.34
     5340498     0.4173    10.9406     0.0548     7.46
     5340509     0.2908    11.2183     0.0348     2.47
     5340515     0.0606     8.8178     0.1416    19.25
     5340516     0.2520    10.7066     0.0881     8.18
     5340538     0.2346    10.6675     0.0332     2.10
     5340539     0.3146    10.4859     0.1010    16.16
     5340551     0.0885     9.0078     0.1255   161.68
     5340560     0.3314    10.4928     0.1009     5.18
     5340574     0.3340    10.7436     0.0728    74.10
     5340575     0.1656    10.6157     0.0611     2.19
     5340585     0.1858    10.6587     0.1306    10.50
     5340588     0.2515    10.8637     0.0731     5.72
     5340590     0.2002    10.2934     0.1074    16.79
     5340595     0.1881    11.1370     0.0802     1.42
     5340604     0.2510    10.5063     0.0902    11.95
     5340611     0.0878     9.2714     0.0994    89.11
     5340615     0.2512    10.4599     0.0781    22.12
     5340617     0.3038    10.0469     0.1053     9.71
     5340621     0.4173    11.1315     0.0625     6.63
     5340622     0.4215    11.0085     0.0745    15.57
     5340629     0.2927    10.7061     0.0724    18.99
     5340630     0.2920    10.9862     0.0574     4.34
     5340634     0.2916    11.0589     0.0676     3.38
     5340635     0.1888    10.4611     0.1064     8.73
     5340648     0.1968    10.8837     0.0461     7.23
     5340650     0.2026    10.6669     0.0638     4.00
     5340652     0.3918    10.8973     0.0780    16.18
     5340665     0.4532    11.0589     0.0503     8.96
     5340676     0.2388    10.6715     0.1482     2.01
     5340683     0.2387    10.4995     0.0653     8.73
     5340684     0.2016     9.8351     0.1002   135.58
     5340690     0.1766    10.5872     0.1463     3.66
     5340693     0.4220    11.2638     0.0303     3.83
     5340694     0.1860    10.6725     0.0866     2.49
     5340695     0.2514    10.7123     0.0402     2.20
     5340698     0.3539    10.9049     0.0440    22.27
     5340701     0.2396    11.1729     0.0117     1.09
     5340725     0.3165    10.4758     0.0829     8.32
     5340734     0.1856    10.2843     0.0900    25.82
     5340735     0.5077    11.6129     0.0303     3.38
     5340740     0.2529    10.6387     0.0922    20.75
     5340742     0.1839    10.2449     0.0729     6.26
     5340745     0.2943    11.1740     0.1482     1.71
     5340760     0.1858    10.9649     0.0194     1.05
     5340769     0.1861    10.7501     0.0210     1.24
     5340780     0.1829    10.5480     0.0541     2.50
     5340783     0.1652    10.2827     0.0878     4.51
     5340787     0.4009    11.0109     0.0481     8.96
     5340790     0.1889    10.2093     0.0582    10.93
     5340792     0.1877    10.4908     0.0661     5.04
     5340802     0.1865    10.3419     0.0844    33.51
     5340810     0.2342    10.1121     0.0776    15.27
     5340813     0.4020    10.8071     0.0576    18.32
     5340816     0.1299    10.1377     0.0449     7.54
     5340817     0.1930    10.6305     0.0614     7.40
     5340838     0.0885     9.3457     0.0905    28.13
     5340839     0.1870    10.8869     0.0353     3.38
     5340841     0.1651    11.0797     0.0016     1.00
     5340848     0.3143    10.7523     0.0632    37.97
     5340850     0.0535     9.6052     0.0704     1.16
     5340859     0.1838    10.2257     0.0949    57.47
     5340862     0.1903    10.4726     0.0689     2.64
     5340864     0.1655     9.7823     0.1156    98.52
     5340871     0.0918     9.7013     0.0965     5.74
     5340893     0.1901    10.0263     0.0947    54.45
     5340910     0.0649     9.9824     0.0072     1.00
     5340914     0.4226    10.9935     0.0990     3.25
     5340918     0.1911    10.3682     0.0692     6.24
     5340934     0.2183    10.5315     0.1029    10.69
     5340939     0.1954    10.6402     0.1222     1.87
     5340940     0.3395    10.7005     0.0601     4.19
     5340942     0.2395    10.3933     0.0718    20.88
     5340946     0.4733    11.5444     0.0167     1.99
     5340954     0.0775     9.4439     0.0731    23.63
     5340961     0.3373    11.0424     0.0557    11.73
     5340963     0.2503    10.6930     0.0940     2.66
     5340964     0.1870    10.3442     0.0006     1.00
     5340967     0.0850     9.5145     0.0632     1.23
     5340970     0.1959    10.0333     0.1049    75.92
     5340973     0.0806     9.4396     0.1100    44.72
     5340976     0.2199    10.5364     0.0918     5.24
     5340979     0.2939    10.4463     0.1310     9.22
     5340981     0.3374    10.9810     0.0419     6.40
     5340984     0.4868    11.2723     0.0636     5.25
     5340989     0.2047    10.3051     0.1015    14.97
     5340993     0.3069    10.5827     0.0737    69.67
     5340995     0.2503    10.7438     0.0876    10.74
     5340996     0.1740     9.9478     0.0679    21.39
     5340999     0.2403    10.5803     0.0828     4.52
     5341000     0.2603     9.9949     0.0873   177.59
     5341009     0.0851     8.4155     0.0088     1.01
     5341010     0.1032     9.2416     0.0983   195.60
     5341018     0.1948    10.3614     0.0674    22.39
     5341023     0.1866    10.3853     0.1399     1.28
     5341026     0.1905    10.5603     0.0392     1.76
     5341027     0.4253    10.9105     0.0636    13.88
     5341042     0.2610    10.6168     0.0863     9.38
     5341057     0.1909    10.1408     0.0728    19.65
     5341059     0.1855    10.4733     0.0825     2.60
     5341061     0.2709     9.9023     0.0936   122.44
     5341095     0.2046    10.2824     0.0823    16.81
     5341096     0.1967    10.6544     0.0347     3.83
     5341113     0.1888    10.7900     0.0427     4.61
     5341121     0.1977    10.6635     0.0401     4.64
     5341136     0.3117    10.8080     0.0606     8.43
     5341138     0.1972    10.9116     0.0662     1.82
     5341146     0.1839    10.1264     0.0886    65.66
     5341147     0.0773     9.4165     0.0003     1.00
     5341150     0.5155    10.9732     0.0543     6.06
     5341163     0.1971    10.4252     0.0728    25.45
     5341172     0.2015    10.5274     0.0757    24.74
     5341174     0.1871     9.8398     0.0919   161.31
     5341196     0.1817    10.1072     0.0938    22.59
     5341197     0.4528    11.1162     0.0853     8.78
     5341205     0.0620    10.0555     0.0370     1.84
     5341209     0.0620     8.8945     0.1170    28.68
     5341218     0.1977    10.6548     0.0419     3.28
     5341226     0.2433    10.2113     0.1394    86.24
     5341241     0.2402    10.0375     0.1047   104.32
     5341253     0.0755     9.3891     0.1077    29.83
     5341258     0.2198    11.0944     0.0096     1.47
     5341265     0.3385    11.0726     0.0509     2.88
     5341268     0.0755    10.8100     0.0002     1.00
     5341269     0.3371    10.8405     0.0649    25.46
     5341277     0.2192    10.8652     0.0331     5.23
     5341286     0.1925     9.6645     0.1096    21.66
     5341297     0.1876     9.5917     0.1015   229.13
     5341303     0.0896     9.5804     0.1148     6.48
     5341305     0.1032     9.7252     0.0616    19.09
     5341306     0.0771     8.9161     0.1301   187.17
     5341312     0.1813    10.3346     0.0806     6.09
     5341323     0.1883    10.2012     0.0666    18.98
     5341324     0.0536     8.6265     0.1399   118.68
     5341326     0.0536    10.4870     0.0189     1.36
     5341328     0.1868    10.5155     0.1090     7.54
     5341336     0.0888     9.9051     0.0819     7.50
     5341340     0.1872    10.6521     0.0788     5.66
     5341344     0.4176    10.2635     0.1370    19.79
     5341346     0.0853    10.3238     0.0270     2.21
     5341347     0.3526    10.9343     0.0922     3.85
     5341348     0.1872    10.3404     0.1580     6.19
     5341357     0.1915    10.4298     0.1034     2.34
     5341360     0.0776     9.7664     0.0213     2.03
     5341363     0.0955    10.4428     0.0010     1.00
     5341375     0.1034     9.9408     0.0475     3.96
     5341376     0.1905    10.1688     0.0768    22.83
     5341383     0.2453    10.8493     0.0596     4.00
     5341402     0.1901    10.5271     0.0837    12.88
     5341405     0.0619     8.4919     0.1272   151.36
     5341428     0.2905    10.3885     0.0796    25.79
     5341429     0.1996    10.8258     0.0440     1.00
     5341432     0.1873     9.7143     0.1040   152.86
     5341444     0.2610    10.2640     0.1054   111.24
     5341449     0.3309    10.8389     0.0549    12.47
     5341451     0.2392    10.0853     0.0899   130.04
     5341453     0.2394    10.9094     0.1156     4.65
     5341456     0.1301    10.0948     0.0330     3.11
     5341467     0.2216    10.7637     0.0603     4.72
     5341473     0.2951    10.7245     0.0774    54.29
     5341474     0.2460     9.9681     0.1079    74.44
     5341488     0.1299     9.6301     0.0893    51.29
     5341496     0.0378     8.0892     0.0000     1.00
     5341508     0.1770     9.7216     0.1153   159.82
     5341523     0.1878     9.9511     0.0877    20.67
     5341528     0.0288     8.2258     0.0938     1.46
     5341531     0.1867    10.2637     0.0933    35.77
     5341535     0.1232    10.2941     0.0150     1.00
     5341539     0.2071    10.2770     0.0542     6.42
     5341551     0.0893    10.4004     0.0041     1.72
     5341553     0.3306    10.5641     0.0647    51.60
     5341564     0.2710    11.1447     0.0150     2.46
     5341568     0.3310    10.7788     0.0673    48.36
     5341574     0.1924    10.9242     0.0245     1.25
     5341580     0.2074     9.9094     0.0934   175.64
     5341604     0.3114    10.4402     0.0897    70.44
     5341612     0.1851    10.2928     0.0881    13.28
     5341615     0.0382     8.8625     0.0000     1.00
     5341616     0.3557    10.6557     0.0515    30.91
     5341618     0.2526    10.6451     0.1511     6.55
     5341630     0.1037     9.6944     0.0007     1.00
     5341645     0.2529    10.7296     0.0623     2.45
     5341646     0.0384     9.0260     0.0203     1.06
     5341647     0.0537     9.2981     0.1961     2.82
     5341650     0.2535    10.3427     0.4072    12.72
     5341669     0.4200    10.9086     0.0556    18.33
     5341673     0.1831    10.8210     0.0645     1.63
     5341680     0.1862    10.9972     0.0307     1.65
     5341681     0.1127     9.5896     0.1402    40.60
     5341687     0.0887    10.8062     0.0000     1.00
     5341691     0.0874    10.5660     0.0221     1.34
     5341708     0.1443    10.5874     0.0889     2.10
     5341719     0.1909    10.6369     0.0510     1.29
     5341729     0.0541    10.2241     0.0032     1.01
     5341739     0.1837    10.8179     0.0373     2.09
     5341741     0.2527    10.0730     0.1012   124.73
     5341745     0.0878     9.5256     0.0883    21.43
